chemicalId,geneId,chemicalName,geneSymbol,interactionCount,pubmedCount,organisms,organismIds,geneForms,interactionActions
MESH:D000431,4780,Ethanol,NFE2L2,34,8,Homo sapiens,9606,mRNA|protein,affects^activity|affects^cotreatment|affects^localization|affects^reaction|decreases^expression|decreases^reaction|decreases^response to substance|increases^abundance|increases^activity|increases^cleavage|increases^expression|increases^reaction|increases^secretion
MESH:D000431,114548,Ethanol,NLRP3,6,3,Homo sapiens,9606,protein,affects^cotreatment|decreases^reaction|increases^expression
MESH:D000431,1728,Ethanol,NQO1,9,4,Homo sapiens,9606,mRNA|protein,affects^cotreatment|decreases^expression|decreases^reaction|increases^expression|increases^reaction
MESH:D000431,9971,Ethanol,NR1H4,27,3,Homo sapiens,9606,mRNA|protein,affects^cotreatment|decreases^expression|decreases^reaction|increases^activity|increases^expression|increases^reaction
MESH:D000431,100506658,Ethanol,OCLN,4,3,Homo sapiens,9606,protein,affects^localization|decreases^expression|decreases^reaction
MESH:D000431,142,Ethanol,PARP1,4,5,Homo sapiens,9606,protein,decreases^reaction|increases^cleavage|increases^expression
MESH:D000431,5465,Ethanol,PPARA,18,7,Homo sapiens,9606,mRNA|protein,affects^cotreatment|affects^reaction|decreases^expression|decreases^reaction|increases^activity|increases^expression
MESH:D000431,5468,Ethanol,PPARG,11,4,Homo sapiens,9606,mRNA|protein,affects^reaction|decreases^expression|decreases^reaction|increases^activity|increases^expression|increases^reaction
MESH:D000431,29108,Ethanol,PYCARD,6,3,Homo sapiens,9606,mRNA|protein,affects^cotreatment|decreases^reaction|increases^abundance|increases^expression
MESH:D000431,5970,Ethanol,RELA,14,6,Homo sapiens,9606,protein,affects^binding|affects^localization|decreases^reaction|increases^activity|increases^phosphorylation|increases^reaction
MESH:D000431,23411,Ethanol,SIRT1,6,3,Homo sapiens,9606,mRNA|protein,decreases^expression|decreases^reaction|increases^reaction
MESH:D000431,6720,Ethanol,SREBF1,13,4,Homo sapiens,9606,mRNA|protein,affects^cotreatment|decreases^expression|decreases^reaction|increases^expression
MESH:D000431,7124,Ethanol,TNF,22,11,Homo sapiens,9606,mRNA|protein,affects^cotreatment|affects^reaction|decreases^reaction|increases^expression|increases^reaction|increases^secretion
MESH:D000431,7422,Ethanol,VEGFA,6,4,Homo sapiens,9606,mRNA|protein,affects^cotreatment|decreases^reaction|increases^expression|increases^secretion
MESH:D004997,8647,Ethinyl Estradiol,ABCB11,5,4,Homo sapiens,9606,mRNA|protein,affects^cotreatment|affects^expression|affects^reaction|decreases^activity|decreases^expression
MESH:D004997,1244,Ethinyl Estradiol,ABCC2,7,3,Homo sapiens,9606,mRNA|protein,affects^reaction|decreases^expression|decreases^reaction|increases^activity|increases^expression|increases^reaction|increases^uptake
MESH:D004997,183,Ethinyl Estradiol,AGT,6,3,Homo sapiens,9606,gene|protein,affects^cotreatment|increases^activity|increases^expression|increases^reaction|increases^secretion
MESH:D004997,367,Ethinyl Estradiol,AR,4,4,Homo sapiens,9606,protein,affects^binding|affects^cotreatment|decreases^activity|decreases^reaction|increases^activity
MESH:D004997,1401,Ethinyl Estradiol,CRP,8,7,Homo sapiens,9606,protein,affects^cotreatment|decreases^reaction|increases^expression
MESH:D004997,1544,Ethinyl Estradiol,CYP1A2,5,4,Homo sapiens,9606,protein,affects^cotreatment|decreases^activity|decreases^metabolic processing|increases^hydroxylation
MESH:D004997,2099,Ethinyl Estradiol,ESR1,10,22,Homo sapiens,9606,mRNA|protein,affects^binding|decreases^expression|decreases^reaction|increases^activity|increases^expression|increases^reaction
MESH:D004997,2100,Ethinyl Estradiol,ESR2,6,8,Homo sapiens,9606,protein,affects^binding|decreases^expression|decreases^reaction|increases^activity|increases^expression|increases^reaction
MESH:D004997,2147,Ethinyl Estradiol,F2,6,4,Homo sapiens,9606,protein,affects^cotreatment|decreases^activity|decreases^expression|increases^expression
MESH:D004997,2155,Ethinyl Estradiol,F7,9,6,Homo sapiens,9606,gene|protein,affects^binding|affects^cotreatment|affects^reaction|decreases^expression|increases^expression
MESH:D004997,2243,Ethinyl Estradiol,FGA,6,5,Homo sapiens,9606,protein,affects^binding|affects^cotreatment|increases^expression
MESH:D004997,2488,Ethinyl Estradiol,FSHB,4,6,Homo sapiens,9606,protein,affects^cotreatment|affects^expression|affects^reaction|decreases^expression
MESH:D004997,3479,Ethinyl Estradiol,IGF1,4,4,Homo sapiens,9606,protein,affects^cotreatment|decreases^expression
MESH:D004997,3486,Ethinyl Estradiol,IGFBP3,3,4,Homo sapiens,9606,mRNA|protein,affects^expression|decreases^expression
MESH:D004997,3570,Ethinyl Estradiol,IL6R,3,3,Homo sapiens,9606,mRNA|protein,affects^expression|decreases^expression|increases^expression
MESH:D004997,3972,Ethinyl Estradiol,LHB,7,7,Homo sapiens,9606,protein,affects^cotreatment|affects^expression|affects^reaction|decreases^activity|decreases^expression|increases^reaction
MESH:D004997,5327,Ethinyl Estradiol,PLAT,8,3,Homo sapiens,9606,protein,affects^cotreatment|decreases^expression|increases^activity
MESH:D004997,5624,Ethinyl Estradiol,PROC,10,7,Homo sapiens,9606,protein,affects^binding|affects^cotreatment|affects^expression|increases^activity|increases^expression
MESH:D004997,462,Ethinyl Estradiol,SERPINC1,10,8,Homo sapiens,9606,protein,affects^binding|affects^cotreatment|decreases^activity|decreases^expression
MESH:D004997,5054,Ethinyl Estradiol,SERPINE1,6,5,Homo sapiens,9606,protein,affects^binding|affects^cotreatment|decreases^activity|decreases^expression|increases^activity
MESH:D004997,7113,Ethinyl Estradiol,TMPRSS2,3,4,Homo sapiens,9606,mRNA,affects^expression|decreases^expression|increases^expression
MESH:D004997,7412,Ethinyl Estradiol,VCAM1,4,3,Homo sapiens,9606,protein,affects^cotreatment|decreases^expression|increases^reaction
MESH:D004997,7450,Ethinyl Estradiol,VWF,3,3,Homo sapiens,9606,mRNA|protein,affects^cotreatment|decreases^expression|increases^expression
MESH:C442659,5624,ethinyl estradiol-desogestrel combination,PROC,4,8,Homo sapiens,9606,protein,affects^activity|decreases^expression|increases^activity|increases^expression
MESH:C442659,462,ethinyl estradiol-desogestrel combination,SERPINC1,3,7,Homo sapiens,9606,protein,decreases^activity|decreases^expression|increases^expression
MESH:D005047,5243,Etoposide,ABCB1,6,6,Homo sapiens,9606,exon|mRNA|protein,affects^binding|affects^response to substance|decreases^expression|decreases^reaction|increases^acetylation|increases^activity|increases^expression|increases^response to substance
MESH:D005047,207,Etoposide,AKT1,6,4,Homo sapiens,9606,protein,affects^reaction|decreases^reaction|increases^activity|increases^phosphorylation|increases^response to substance
MESH:D005047,367,Etoposide,AR,5,3,Homo sapiens,9606,protein,decreases^reaction|increases^activity|increases^degradation
MESH:D005047,581,Etoposide,BAX,15,10,Homo sapiens,9606,mRNA|protein,affects^binding|affects^cotreatment|affects^folding|affects^localization|decreases^expression|decreases^folding|decreases^reaction|increases^activity|increases^cleavage|increases^expression
MESH:D005047,596,Etoposide,BCL2,6,5,Homo sapiens,9606,protein,affects^cotreatment|decreases^expression|decreases^reaction|decreases^response to substance|increases^activity|increases^degradation
MESH:D005047,598,Etoposide,BCL2L1,9,6,Homo sapiens,9606,protein,affects^binding|affects^cotreatment|affects^expression|decreases^reaction|decreases^response to substance|increases^acetylation|increases^activity|increases^degradation|increases^expression
MESH:D005047,332,Etoposide,BIRC5,6,6,Homo sapiens,9606,mRNA|protein,affects^cotreatment|decreases^expression|decreases^reaction|decreases^response to substance|increases^expression|increases^response to substance
MESH:D005047,672,Etoposide,BRCA1,9,3,Homo sapiens,9606,mRNA|protein,affects^localization|decreases^expression|decreases^reaction|increases^expression
MESH:D005047,836,Etoposide,CASP3,42,31,Homo sapiens,9606,protein,affects^binding|affects^cotreatment|affects^expression|affects^reaction|decreases^reaction|increases^acetylation|increases^activity|increases^cleavage|increases^expression|increases^reaction|increases^response to substance
MESH:D005047,841,Etoposide,CASP8,17,4,Homo sapiens,9606,mutant form|protein,affects^cotreatment|affects^reaction|decreases^reaction|decreases^response to substance|increases^activity|increases^cleavage|increases^expression|increases^response to substance
MESH:D005047,847,Etoposide,CAT,3,3,Homo sapiens,9606,protein,decreases^reaction|increases^activity|increases^response to substance
MESH:D005047,1026,Etoposide,CDKN1A,18,19,Homo sapiens,9606,mRNA|mutant form|protein,affects^cotreatment|affects^reaction|decreases^expression|decreases^reaction|increases^activity|increases^expression|increases^reaction|increases^response to substance
MESH:D005047,2064,Etoposide,ERBB2,9,4,Homo sapiens,9606,mRNA|protein,affects^response to substance|decreases^expression|decreases^reaction|decreases^response to substance|increases^expression
MESH:D005047,355,Etoposide,FAS,5,3,Homo sapiens,9606,mRNA|protein,affects^localization|decreases^reaction|increases^expression
MESH:D005047,9518,Etoposide,GDF15,4,4,Homo sapiens,9606,mRNA|promoter|protein,affects^binding|increases^expression|increases^reaction
MESH:D005047,2950,Etoposide,GSTP1,7,3,Homo sapiens,9606,gene|protein,affects^response to substance|decreases^reaction|decreases^response to substance|increases^reaction
MESH:D005047,3014,Etoposide,H2AX,8,10,Homo sapiens,9606,protein,decreases^reaction|increases^expression|increases^phosphorylation|increases^reaction
MESH:D005047,9817,Etoposide,KEAP1,3,3,Homo sapiens,9606,mRNA|protein,affects^reaction|decreases^response to substance|increases^expression|increases^response to substance
MESH:D005047,4297,Etoposide,KMT2A,3,3,Homo sapiens,9606,gene,increases^cleavage|increases^mutagenesis|increases^response to substance
MESH:D005047,5594,Etoposide,MAPK1,4,3,Homo sapiens,9606,protein,decreases^reaction|increases^phosphorylation
MESH:D005047,5595,Etoposide,MAPK3,4,3,Homo sapiens,9606,protein,decreases^reaction|increases^phosphorylation
MESH:D005047,4193,Etoposide,MDM2,12,9,Homo sapiens,9606,mRNA|promoter|protein,affects^binding|affects^reaction|decreases^expression|decreases^response to substance|increases^expression|increases^phosphorylation|increases^reaction
MESH:D005047,4609,Etoposide,MYC,4,3,Homo sapiens,9606,mRNA|protein,decreases^expression|increases^cleavage|increases^reaction|increases^response to substance
MESH:D005047,4780,Etoposide,NFE2L2,5,3,Homo sapiens,9606,mRNA|protein,affects^reaction|decreases^reaction|decreases^response to substance|increases^expression
MESH:D005047,142,Etoposide,PARP1,17,16,Homo sapiens,9606,protein,affects^cotreatment|affects^reaction|decreases^reaction|increases^activity|increases^cleavage|increases^degradation|increases^reaction
MESH:D005047,7153,Etoposide,TOP2A,20,18,Homo sapiens,9606,gene|protein,affects^activity|affects^binding|affects^cotreatment|affects^response to substance|decreases^activity|decreases^expression|decreases^reaction|decreases^response to substance|increases^hydrolysis|increases^phosphorylation|increases^reaction|increases^response to substance|increases^stability
MESH:D005047,7157,Etoposide,TP53,57,32,Homo sapiens,9606,protein,affects^activity|affects^binding|affects^cotreatment|affects^localization|affects^reaction|affects^response to substance|decreases^chemical synthesis|decreases^expression|decreases^reaction|decreases^response to substance|increases^acetylation|increases^activity|increases^chemical synthesis|increases^cleavage|increases^expression|increases^phosphorylation|increases^reaction|increases^response to substance
MESH:D005047,7421,Etoposide,VDR,5,3,Homo sapiens,9606,gene|intron|mRNA|protein,affects^reaction|affects^response to substance|increases^expression|increases^response to substance
MESH:D005047,54739,Etoposide,XAF1,5,3,Homo sapiens,9606,mRNA|protein,affects^reaction|decreases^expression|increases^cleavage|increases^expression|increases^response to substance
MESH:D005054,196,Eugenol,AHR,6,3,Homo sapiens,9606,protein,affects^cotreatment|affects^localization|decreases^reaction|increases^activity
MESH:D005054,6351,Eugenol,CCL4,3,3,Homo sapiens,9606,mRNA|protein,increases^expression|increases^secretion
MESH:D005054,3576,Eugenol,CXCL8,5,5,Homo sapiens,9606,mRNA|protein,decreases^reaction|increases^expression|increases^secretion
MESH:D005054,1543,Eugenol,CYP1A1,7,5,Homo sapiens,9606,mRNA|protein,affects^cotreatment|decreases^activity|decreases^expression|decreases^reaction|increases^activity|increases^expression|increases^metabolic processing
MESH:D005054,3553,Eugenol,IL1B,7,5,Homo sapiens,9606,mRNA|protein,affects^cotreatment|decreases^expression|decreases^reaction|increases^activity|increases^expression|increases^secretion
MESH:D005054,1728,Eugenol,NQO1,5,3,Homo sapiens,9606,mRNA|protein,decreases^activity|decreases^reaction|increases^activity|increases^expression|increases^reaction
MESH:D005054,5743,Eugenol,PTGS2,5,5,Homo sapiens,9606,mRNA|protein,affects^cotreatment|decreases^expression|decreases^reaction|increases^expression
MESH:D005054,7124,Eugenol,TNF,6,5,Homo sapiens,9606,mRNA|protein,affects^binding|affects^cotreatment|affects^expression|decreases^reaction|increases^activity|increases^expression|increases^secretion
MESH:D005230,2194,"Fatty Acids, Nonesterified",FASN,9,4,Homo sapiens,9606,mRNA|protein,affects^expression|decreases^reaction|increases^abundance|increases^expression|increases^reaction
MESH:D005230,3553,"Fatty Acids, Nonesterified",IL1B,8,3,Homo sapiens,9606,protein,affects^cotreatment|affects^reaction|decreases^reaction|increases^chemical synthesis|increases^expression
MESH:D005230,3569,"Fatty Acids, Nonesterified",IL6,9,3,Homo sapiens,9606,mRNA|protein,affects^cotreatment|affects^expression|affects^reaction|decreases^reaction|increases^expression
MESH:D005230,5465,"Fatty Acids, Nonesterified",PPARA,13,3,Homo sapiens,9606,mRNA|protein,affects^cotreatment|decreases^expression|decreases^reaction|increases^expression
MESH:D005230,6720,"Fatty Acids, Nonesterified",SREBF1,14,5,Homo sapiens,9606,mRNA|protein,affects^expression|affects^localization|decreases^expression|decreases^reaction|increases^expression
MESH:D005277,3357,Fenfluramine,HTR2B,3,3,Homo sapiens,9606,gene|mRNA|protein,affects^binding|increases^expression|increases^response to substance
MESH:D005278,367,Fenitrothion,AR,9,8,Homo sapiens,9606,mRNA|protein,affects^binding|affects^cotreatment|decreases^activity|decreases^reaction|increases^activity|increases^expression
MESH:D005278,1555,Fenitrothion,CYP2B6,3,3,Homo sapiens,9606,mRNA|protein,decreases^activity|decreases^reaction|increases^expression|increases^hydroxylation
MESH:D011345,335,Fenofibrate,APOA1,4,3,Homo sapiens,9606,mRNA|protein,decreases^expression|decreases^reaction|increases^reaction|increases^secretion
MESH:D011345,836,Fenofibrate,CASP3,4,3,Homo sapiens,9606,protein,affects^cotreatment|decreases^expression|decreases^reaction|increases^activity|increases^cleavage|increases^response to substance
MESH:D011345,6347,Fenofibrate,CCL2,4,3,Homo sapiens,9606,mRNA|protein,affects^cotreatment|decreases^reaction|increases^expression|increases^secretion
MESH:D011345,595,Fenofibrate,CCND1,5,3,Homo sapiens,9606,mRNA|protein,decreases^expression|decreases^reaction|increases^expression
MESH:D011345,4318,Fenofibrate,MMP9,4,3,Homo sapiens,9606,mRNA|protein,decreases^expression|decreases^reaction|increases^expression|increases^secretion
MESH:D011345,5465,Fenofibrate,PPARA,20,13,Homo sapiens,9606,mRNA|protein,affects^binding|affects^cotreatment|affects^reaction|decreases^expression|decreases^reaction|increases^activity|increases^expression|increases^reaction|increases^response to substance
MESH:D011345,5468,Fenofibrate,PPARG,3,4,Homo sapiens,9606,mRNA|protein,affects^activity|affects^cotreatment|increases^expression
MESH:D011345,5970,Fenofibrate,RELA,4,4,Homo sapiens,9606,protein,affects^localization|decreases^activity|decreases^localization|decreases^reaction|increases^expression
MESH:D011345,7124,Fenofibrate,TNF,11,4,Homo sapiens,9606,mRNA|protein,affects^cotreatment|affects^expression|affects^reaction|decreases^expression|decreases^reaction|decreases^response to substance|increases^expression|increases^reaction|increases^secretion
MESH:D005279,213,Fenoprofen,ALB,4,5,Homo sapiens,9606,protein,affects^binding|decreases^reaction
MESH:D005280,154,Fenoterol,ADRB2,9,5,Homo sapiens,9606,protein,affects^binding|decreases^abundance|decreases^reaction|increases^abundance|increases^activity|increases^phosphorylation
MESH:D017313,467,Fenretinide,ATF3,5,3,Homo sapiens,9606,mRNA|mutant form|protein,affects^expression|decreases^response to substance|increases^expression|increases^reaction
MESH:D017313,596,Fenretinide,BCL2,5,4,Homo sapiens,9606,mRNA|protein,affects^cotreatment|affects^response to substance|decreases^expression|decreases^reaction|increases^expression
MESH:D017313,836,Fenretinide,CASP3,12,9,Homo sapiens,9606,protein,affects^cotreatment|affects^reaction|decreases^expression|decreases^reaction|increases^abundance|increases^activity|increases^cleavage|increases^expression|increases^reaction
MESH:D017313,3162,Fenretinide,HMOX1,17,3,Homo sapiens,9606,mRNA|protein,decreases^reaction|increases^expression|increases^reaction
MESH:D017313,5594,Fenretinide,MAPK1,8,3,Homo sapiens,9606,protein,affects^cotreatment|decreases^reaction|increases^phosphorylation
MESH:D017313,5595,Fenretinide,MAPK3,8,3,Homo sapiens,9606,protein,affects^cotreatment|decreases^reaction|increases^phosphorylation
MESH:D017313,4609,Fenretinide,MYC,3,3,Homo sapiens,9606,mRNA|protein,decreases^expression|decreases^reaction|increases^expression
MESH:D017313,142,Fenretinide,PARP1,17,7,Homo sapiens,9606,mRNA|protein,affects^cotreatment|affects^expression|decreases^cleavage|decreases^reaction|increases^cleavage|increases^reaction
MESH:D017313,5743,Fenretinide,PTGS2,5,3,Homo sapiens,9606,mRNA|protein,decreases^reaction|decreases^response to substance|increases^chemical synthesis|increases^expression
MESH:D017313,7157,Fenretinide,TP53,4,6,Homo sapiens,9606,mRNA|protein,affects^expression|decreases^expression|increases^expression
MESH:C017690,367,fenvalerate,AR,4,4,Homo sapiens,9606,mRNA|protein,affects^binding|affects^cotreatment|decreases^activity|decreases^expression|decreases^reaction|increases^activity
MESH:C017690,1555,fenvalerate,CYP2B6,5,3,Homo sapiens,9606,mRNA|protein,decreases^activity|decreases^reaction|increases^activity|increases^expression|increases^hydroxylation
MESH:C017690,2099,fenvalerate,ESR1,3,3,Homo sapiens,9606,mRNA|protein,affects^binding|increases^activity|increases^expression
MESH:C017690,8856,fenvalerate,NR1I2,3,6,Homo sapiens,9606,protein,affects^binding|increases^activity
MESH:C020326,1571,ferric nitrilotriacetate,CYP2E1,7,3,Homo sapiens,9606,protein,affects^cotreatment|decreases^reaction|increases^expression|increases^response to substance
MESH:C573944,2879,ferrostatin-1,GPX4,22,21,Homo sapiens,9606,mRNA|protein,affects^cotreatment|affects^reaction|decreases^expression|decreases^reaction|increases^abundance|increases^expression
MESH:C573944,3162,ferrostatin-1,HMOX1,5,3,Homo sapiens,9606,protein,affects^expression|affects^reaction|decreases^expression|decreases^reaction|increases^expression|increases^response to substance
MESH:C573944,5743,ferrostatin-1,PTGS2,5,5,Homo sapiens,9606,mRNA|protein,decreases^reaction|increases^abundance|increases^expression
MESH:D018120,367,Finasteride,AR,3,3,Homo sapiens,9606,protein,affects^binding|affects^cotreatment|decreases^reaction|increases^activity|increases^expression
MESH:D018120,6715,Finasteride,SRD5A1,3,3,Homo sapiens,9606,mRNA|protein,affects^cotreatment|decreases^activity|increases^expression
MESH:D018120,6716,Finasteride,SRD5A2,5,6,Homo sapiens,9606,mRNA|protein,decreases^activity|decreases^reaction|increases^activity|increases^expression|increases^reaction
MESH:D005411,367,Flame Retardants,AR,5,5,Homo sapiens,9606,protein,affects^binding|decreases^activity|decreases^reaction|increases^activity
MESH:D005411,1586,Flame Retardants,CYP17A1,4,3,Homo sapiens,9606,mRNA,decreases^expression|increases^expression
MESH:D005411,1588,Flame Retardants,CYP19A1,4,4,Homo sapiens,9606,mRNA|protein,decreases^activity|decreases^expression|increases^expression
MESH:D005411,3569,Flame Retardants,IL6,3,3,Homo sapiens,9606,mRNA|protein,increases^abundance|increases^expression|increases^secretion
MESH:D005467,7298,Floxuridine,TYMS,3,4,Homo sapiens,9606,protein,affects^response to substance|decreases^response to substance|increases^response to substance
MESH:D015725,1557,Fluconazole,CYP2C19,3,5,Homo sapiens,9606,protein,decreases^activity|decreases^metabolic processing|increases^metabolic processing
MESH:D015725,1559,Fluconazole,CYP2C9,5,6,Homo sapiens,9606,gene|protein,affects^binding|affects^metabolic processing|affects^reaction|decreases^activity|decreases^metabolic processing|decreases^reaction
MESH:D005472,5243,Fluorouracil,ABCB1,8,6,Homo sapiens,9606,gene|mRNA|protein,affects^cotreatment|affects^response to substance|decreases^expression|decreases^response to substance|increases^expression
MESH:D005472,9429,Fluorouracil,ABCG2,6,4,Homo sapiens,9606,mRNA|mutant form|protein,affects^cotreatment|affects^response to substance|decreases^expression|decreases^reaction|decreases^response to substance|increases^expression
MESH:D005472,207,Fluorouracil,AKT1,7,5,Homo sapiens,9606,mRNA|protein,affects^cotreatment|affects^expression|affects^phosphorylation|affects^reaction|decreases^activity|decreases^expression|decreases^phosphorylation|decreases^reaction|increases^phosphorylation
MESH:D005472,467,Fluorouracil,ATF3,4,5,Homo sapiens,9606,mRNA|protein,affects^expression|affects^reaction|increases^expression
MESH:D005472,581,Fluorouracil,BAX,25,26,Homo sapiens,9606,mRNA|protein,affects^cotreatment|affects^expression|affects^folding|affects^reaction|decreases^expression|decreases^reaction|decreases^response to substance|increases^expression|increases^reaction|increases^response to substance
MESH:D005472,596,Fluorouracil,BCL2,29,28,Homo sapiens,9606,mRNA|protein,affects^cotreatment|affects^expression|affects^reaction|affects^response to substance|decreases^expression|decreases^reaction|decreases^response to substance|increases^expression|increases^phosphorylation|increases^reaction
MESH:D005472,598,Fluorouracil,BCL2L1,20,17,Homo sapiens,9606,mRNA|protein,affects^cotreatment|affects^expression|affects^reaction|affects^response to substance|decreases^expression|decreases^reaction|decreases^response to substance|increases^expression|increases^reaction|increases^response to substance
MESH:D005472,332,Fluorouracil,BIRC5,14,13,Homo sapiens,9606,mRNA|protein,affects^cotreatment|affects^response to substance|decreases^expression|decreases^reaction|decreases^response to substance|increases^expression|increases^reaction
MESH:D005472,672,Fluorouracil,BRCA1,3,4,Homo sapiens,9606,mRNA,decreases^expression|decreases^reaction|increases^expression
MESH:D005472,836,Fluorouracil,CASP3,48,45,Homo sapiens,9606,mRNA|protein,affects^cotreatment|affects^expression|affects^reaction|decreases^cleavage|decreases^expression|decreases^reaction|decreases^response to substance|increases^activity|increases^cleavage|increases^expression|increases^reaction|increases^response to substance
MESH:D005472,841,Fluorouracil,CASP8,26,19,Homo sapiens,9606,mRNA|protein,affects^cotreatment|affects^expression|affects^reaction|decreases^expression|decreases^reaction|increases^activity|increases^cleavage|increases^expression|increases^reaction|increases^response to substance
MESH:D005472,595,Fluorouracil,CCND1,12,5,Homo sapiens,9606,mRNA|protein,affects^cotreatment|affects^expression|affects^reaction|affects^response to substance|decreases^expression|decreases^reaction|increases^reaction
MESH:D005472,898,Fluorouracil,CCNE1,5,5,Homo sapiens,9606,mRNA|protein,affects^cotreatment|decreases^expression|increases^expression
MESH:D005472,1026,Fluorouracil,CDKN1A,30,31,Homo sapiens,9606,mRNA|promoter|protein,affects^binding|affects^cotreatment|affects^reaction|affects^response to substance|decreases^degradation|decreases^expression|decreases^reaction|decreases^response to substance|increases^expression|increases^reaction|increases^response to substance
MESH:D005472,1806,Fluorouracil,DPYD,38,53,Homo sapiens,9606,gene|intron|mRNA|promoter|protein,affects^activity|affects^cotreatment|affects^degradation|affects^metabolic processing|affects^reaction|affects^response to substance|decreases^activity|decreases^expression|decreases^metabolic processing|decreases^reaction|decreases^response to substance|increases^activity|increases^degradation|increases^expression|increases^metabolic processing|increases^response to substance
MESH:D005472,1956,Fluorouracil,EGFR,12,10,Homo sapiens,9606,gene|mRNA|protein,affects^cotreatment|affects^reaction|affects^response to substance|decreases^activity|decreases^expression|decreases^phosphorylation|decreases^response to substance|increases^phosphorylation|increases^reaction|increases^response to substance
MESH:D005472,1958,Fluorouracil,EGR1,9,4,Homo sapiens,9606,mRNA|protein,affects^binding|affects^expression|affects^localization|affects^reaction|decreases^expression|decreases^reaction|increases^expression|increases^reaction
MESH:D005472,2064,Fluorouracil,ERBB2,16,12,Homo sapiens,9606,mRNA|protein,affects^cotreatment|affects^expression|affects^response to substance|decreases^activity|decreases^expression|decreases^phosphorylation|decreases^reaction|decreases^response to substance|increases^expression|increases^reaction
MESH:D005472,2067,Fluorouracil,ERCC1,6,7,Homo sapiens,9606,gene|mRNA,affects^cotreatment|affects^response to substance|decreases^expression|increases^response to substance
MESH:D005472,355,Fluorouracil,FAS,13,21,Homo sapiens,9606,mRNA|protein,affects^cotreatment|affects^reaction|decreases^expression|increases^activity|increases^expression|increases^reaction
MESH:D005472,9518,Fluorouracil,GDF15,3,4,Homo sapiens,9606,mRNA|protein,affects^reaction|increases^expression
MESH:D005472,2950,Fluorouracil,GSTP1,4,4,Homo sapiens,9606,gene|mRNA,affects^cotreatment|affects^response to substance|decreases^expression|decreases^response to substance|increases^expression
MESH:D005472,3014,Fluorouracil,H2AX,7,5,Homo sapiens,9606,mRNA|protein,affects^cotreatment|affects^expression|affects^reaction|decreases^expression|decreases^reaction|increases^expression|increases^phosphorylation|increases^response to substance
MESH:D005472,3091,Fluorouracil,HIF1A,9,5,Homo sapiens,9606,mRNA|protein,affects^localization|affects^response to substance|decreases^expression|decreases^reaction|decreases^response to substance|decreases^uptake
MESH:D005472,3439,Fluorouracil,IFNA1,17,7,Homo sapiens,9606,protein,affects^cotreatment|decreases^expression|increases^abundance|increases^activity|increases^cleavage|increases^expression|increases^phosphorylation|increases^reaction|increases^response to substance
MESH:D005472,3458,Fluorouracil,IFNG,4,4,Homo sapiens,9606,protein,decreases^reaction|decreases^response to substance|increases^abundance|increases^expression|increases^reaction|increases^response to substance
MESH:D005472,3569,Fluorouracil,IL6,13,3,Homo sapiens,9606,mRNA|promoter|protein,affects^cotreatment|affects^response to substance|decreases^expression|decreases^reaction|increases^cleavage|increases^expression|increases^secretion
MESH:D005472,5594,Fluorouracil,MAPK1,5,4,Homo sapiens,9606,protein,decreases^expression|decreases^phosphorylation|decreases^reaction|increases^phosphorylation
MESH:D005472,5595,Fluorouracil,MAPK3,5,4,Homo sapiens,9606,protein,decreases^expression|decreases^phosphorylation|decreases^reaction|increases^phosphorylation
MESH:D005472,4193,Fluorouracil,MDM2,9,10,Homo sapiens,9606,mRNA|protein,affects^reaction|increases^expression|increases^phosphorylation|increases^reaction
MESH:D005472,4288,Fluorouracil,MKI67,4,6,Homo sapiens,9606,mRNA|protein,affects^response to substance|decreases^expression
MESH:D005472,4292,Fluorouracil,MLH1,3,3,Homo sapiens,9606,mRNA|protein,affects^response to substance|increases^response to substance
MESH:D005472,4524,Fluorouracil,MTHFR,6,8,Homo sapiens,9606,gene|protein,affects^cotreatment|affects^response to substance|increases^metabolic processing|increases^response to substance
MESH:D005472,4609,Fluorouracil,MYC,9,8,Homo sapiens,9606,mRNA|protein,affects^cotreatment|affects^expression|affects^response to substance|decreases^expression|decreases^response to substance|increases^expression|increases^reaction
MESH:D005472,4780,Fluorouracil,NFE2L2,3,3,Homo sapiens,9606,mRNA|protein,affects^expression|affects^response to substance|decreases^response to substance
MESH:D005472,4790,Fluorouracil,NFKB1,5,3,Homo sapiens,9606,protein,affects^binding|affects^cotreatment|affects^localization|decreases^expression|decreases^reaction|decreases^response to substance|increases^phosphorylation
MESH:D005472,142,Fluorouracil,PARP1,23,16,Homo sapiens,9606,mRNA|protein,affects^cotreatment|affects^expression|affects^reaction|decreases^expression|decreases^reaction|increases^activity|increases^cleavage|increases^expression|increases^reaction|increases^response to substance
MESH:D005472,5727,Fluorouracil,PTCH1,5,3,Homo sapiens,9606,mRNA|protein,affects^cotreatment|affects^localization|decreases^expression|decreases^reaction|increases^expression
MESH:D005472,5743,Fluorouracil,PTGS2,16,8,Homo sapiens,9606,mRNA|protein,affects^cotreatment|affects^expression|decreases^abundance|decreases^activity|decreases^expression|decreases^phosphorylation|decreases^reaction|increases^abundance|increases^activity|increases^expression|increases^reaction|increases^response to substance|increases^secretion
MESH:D005472,5747,Fluorouracil,PTK2,3,3,Homo sapiens,9606,mRNA|protein,affects^expression|decreases^phosphorylation|decreases^response to substance
