geneId,diseaseId,geneSymbol,diseaseName,recordCount,pubmedCount,directEvidence,inferenceChemicalCount
5894,MESH:D002312,RAF1,"Cardiomyopathy, Hypertrophic",1,2,marker/mechanism,0
5894,MESH:D008175,RAF1,Lung Neoplasms,1,2,marker/mechanism,0
10743,MESH:D009765,RAI1,Obesity,1,2,marker/mechanism,0
5901,MESH:D002277,RAN,Carcinoma,1,2,marker/mechanism,0
5901,MESH:D015674,RAN,"Mammary Neoplasms, Animal",1,2,marker/mechanism,0
5901,MESH:D008325,RAN,"Mammary Neoplasms, Experimental",1,2,marker/mechanism,0
5914,MESH:D015473,RARA,"Leukemia, Promyelocytic, Acute",1,25,marker/mechanism,0
11186,MESH:D008654,RASSF1,Mesothelioma,1,2,marker/mechanism,0
5925,MESH:D001943,RB1,Breast Neoplasms,1,3,marker/mechanism,0
5925,MESH:D006528,RB1,"Carcinoma, Hepatocellular",1,2,marker/mechanism,0
5925,MESH:D055752,RB1,Small Cell Lung Carcinoma,1,2,marker/mechanism,0
54715,MESH:D001321,RBFOX1,Autistic Disorder,1,2,marker/mechanism,0
5947,MESH:D013274,RBP1,Stomach Neoplasms,1,2,marker/mechanism,0
5970,MESH:D000070642,RELA,"Brain Injuries, Traumatic",1,2,marker/mechanism,0
5970,MESH:D002471,RELA,"Cell Transformation, Neoplastic",1,2,marker/mechanism,0
5970,MESH:D018450,RELA,Disease Progression,1,2,marker/mechanism,0
5970,MESH:D006973,RELA,Hypertension,1,3,marker/mechanism,0
5970,MESH:D009361,RELA,Neoplasm Invasiveness,1,2,marker/mechanism,0
5970,MESH:D015427,RELA,Reperfusion Injury,1,2,marker/mechanism,0
5649,MESH:D000067877,RELN,Autism Spectrum Disorder,1,2,marker/mechanism,0
5649,MESH:D001321,RELN,Autistic Disorder,1,3,marker/mechanism,0
5649,MESH:D001714,RELN,Bipolar Disorder,1,3,marker/mechanism,0
5649,MESH:D012559,RELN,Schizophrenia,1,4,marker/mechanism,0
5972,MESH:D000419,REN,Albuminuria,1,2,marker/mechanism,0
5972,MESH:D001477,REN,Bartter Syndrome,1,3,marker/mechanism,0
5972,MESH:D006332,REN,Cardiomegaly,1,2,marker/mechanism,0
5972,MESH:D006333,REN,Heart Failure,1,3,marker/mechanism,0
5972,MESH:D006973,REN,Hypertension,1,18,marker/mechanism,0
5972,MESH:D017379,REN,"Hypertrophy, Left Ventricular",1,2,marker/mechanism,0
5972,MESH:D007022,REN,Hypotension,1,3,marker/mechanism|therapeutic,0
5972,MESH:D007674,REN,Kidney Diseases,1,3,marker/mechanism,0
5972,MESH:D011507,REN,Proteinuria,1,2,marker/mechanism,0
6037,MESH:D001249,RNASE3,Asthma,1,3,marker/mechanism,0
4549,MESH:D003638,RNR1,Deafness,1,4,marker/mechanism,0
6095,MESH:D001321,RORA,Autistic Disorder,1,2,marker/mechanism,0
6241,MESH:D006528,RRM2,"Carcinoma, Hepatocellular",1,2,marker/mechanism,0
861,MESH:D015470,RUNX1,"Leukemia, Myeloid, Acute",1,3,marker/mechanism,0
861,MESH:D015452,RUNX1,Precursor B-Cell Lymphoblastic Leukemia-Lymphoma,1,2,marker/mechanism,0
862,MESH:D015470,RUNX1T1,"Leukemia, Myeloid, Acute",1,2,marker/mechanism,0
6261,MESH:D008305,RYR1,Malignant Hyperthermia,1,9,marker/mechanism,0
6275,MESH:D009362,S100A4,Neoplasm Metastasis,1,3,marker/mechanism,0
6285,MESH:D001714,S100B,Bipolar Disorder,1,2,marker/mechanism,0
6285,MESH:D001930,S100B,Brain Injuries,1,2,marker/mechanism|therapeutic,0
6285,MESH:D004195,S100B,"Disease Models, Animal",1,2,marker/mechanism,0
6299,MESH:D017880,SALL1,"Limb Deformities, Congenital",1,2,marker/mechanism,0
23314,MESH:D002972,SATB2,Cleft Palate,1,2,marker/mechanism,0
6319,MESH:D002277,SCD,Carcinoma,1,2,marker/mechanism,0
6319,MESH:D015674,SCD,"Mammary Neoplasms, Animal",1,2,marker/mechanism,0
6319,MESH:D008325,SCD,"Mammary Neoplasms, Experimental",1,2,marker/mechanism,0
6323,MESH:D004831,SCN1A,"Epilepsies, Myoclonic",1,5,marker/mechanism,0
6323,MESH:D004827,SCN1A,Epilepsy,1,4,marker/mechanism,0
6323,MESH:D003294,SCN1A,"Seizures, Febrile",1,3,marker/mechanism,0
6337,MESH:D003550,SCNN1A,Cystic Fibrosis,1,2,marker/mechanism,0
6337,MESH:D006973,SCNN1A,Hypertension,1,2,marker/mechanism,0
6337,MESH:D008171,SCNN1A,Lung Diseases,1,2,marker/mechanism,0
6338,MESH:D003550,SCNN1B,Cystic Fibrosis,1,2,marker/mechanism,0
6338,MESH:D006973,SCNN1B,Hypertension,1,3,marker/mechanism,0
6338,MESH:D056929,SCNN1B,Liddle Syndrome,1,2,marker/mechanism,0
6401,MESH:D002318,SELE,Cardiovascular Diseases,1,2,marker/mechanism,0
6401,MESH:D015427,SELE,Reperfusion Injury,1,2,marker/mechanism,0
8991,MESH:D000230,SELENBP1,Adenocarcinoma,1,2,marker/mechanism,0
8991,MESH:D010051,SELENBP1,Ovarian Neoplasms,1,2,marker/mechanism,0
8991,MESH:D012559,SELENBP1,Schizophrenia,1,2,marker/mechanism,0
8991,MESH:D013274,SELENBP1,Stomach Neoplasms,1,2,marker/mechanism,0
6414,MESH:D002277,SELENOP,Carcinoma,1,2,marker/mechanism,0
6414,MESH:D015674,SELENOP,"Mammary Neoplasms, Animal",1,2,marker/mechanism,0
6414,MESH:D008325,SELENOP,"Mammary Neoplasms, Experimental",1,2,marker/mechanism,0
6414,MESH:D009422,SELENOP,Nervous System Diseases,1,2,marker/mechanism,0
5265,MESH:D006528,SERPINA1,"Carcinoma, Hepatocellular",1,2,marker/mechanism,0
5265,MESH:D008103,SERPINA1,Liver Cirrhosis,1,3,marker/mechanism,0
5265,MESH:D008107,SERPINA1,Liver Diseases,1,6,marker/mechanism,0
5265,MESH:D029424,SERPINA1,"Pulmonary Disease, Chronic Obstructive",1,2,marker/mechanism,0
462,MESH:D004211,SERPINC1,Disseminated Intravascular Coagulation,1,3,marker/mechanism|therapeutic,0
462,MESH:D013927,SERPINC1,Thrombosis,1,4,marker/mechanism|therapeutic,0
462,MESH:D020246,SERPINC1,Venous Thrombosis,1,3,marker/mechanism,0
5054,MESH:D005234,SERPINE1,Fatty Liver,1,2,marker/mechanism,0
5054,MESH:D006973,SERPINE1,Hypertension,1,2,marker/mechanism,0
5054,MESH:D013927,SERPINE1,Thrombosis,1,2,marker/mechanism,0
6441,MESH:D008175,SFTPD,Lung Neoplasms,1,2,marker/mechanism,0
22941,MESH:D001321,SHANK2,Autistic Disorder,1,2,marker/mechanism,0
85358,MESH:D000067877,SHANK3,Autism Spectrum Disorder,1,2,marker/mechanism,0
85358,MESH:D001321,SHANK3,Autistic Disorder,1,3,marker/mechanism,0
6464,MESH:D056486,SHC1,Chemical and Drug Induced Liver Injury,1,2,marker/mechanism,0
10280,MESH:D019970,SIGMAR1,Cocaine-Related Disorders,1,2,marker/mechanism,0
23411,MESH:D003092,SIRT1,Colitis,1,3,marker/mechanism,0
23411,MESH:D003921,SIRT1,"Diabetes Mellitus, Experimental",1,2,marker/mechanism,0
23411,MESH:D005234,SIRT1,Fatty Liver,1,5,marker/mechanism|therapeutic,0
23411,MESH:D007333,SIRT1,Insulin Resistance,1,5,marker/mechanism|therapeutic,0
23411,MESH:D019636,SIRT1,Neurodegenerative Diseases,1,2,therapeutic,0
6573,MESH:D001321,SLC19A1,Autistic Disorder,1,2,marker/mechanism,0
6505,MESH:D000067877,SLC1A1,Autism Spectrum Disorder,1,2,marker/mechanism,0
6513,MESH:D002658,SLC2A1,Developmental Disabilities,1,3,marker/mechanism,0
6513,MESH:D012640,SLC2A1,Seizures,1,3,marker/mechanism,0
6517,MESH:D003921,SLC2A4,"Diabetes Mellitus, Experimental",1,4,marker/mechanism,0
6517,MESH:D003924,SLC2A4,"Diabetes Mellitus, Type 2",1,4,marker/mechanism,0
56606,MESH:D006073,SLC2A9,Gout,1,2,marker/mechanism,0
55532,MESH:D020149,SLC30A10,Manganese Poisoning,1,2,marker/mechanism,0
169026,MESH:D003924,SLC30A8,"Diabetes Mellitus, Type 2",1,6,marker/mechanism|therapeutic,0
27173,MESH:D011471,SLC39A1,Prostatic Neoplasms,1,2,marker/mechanism,0
55630,MESH:D000169,SLC39A4,Acrodermatitis,1,5,marker/mechanism,0
55244,MESH:D007674,SLC47A1,Kidney Diseases,1,2,marker/mechanism,0
123264,MESH:D002779,SLC51B,Cholestasis,1,2,marker/mechanism,0
6528,MESH:D006528,SLC5A5,"Carcinoma, Hepatocellular",1,2,therapeutic,0
6528,MESH:D011471,SLC5A5,Prostatic Neoplasms,1,2,therapeutic,0
6528,MESH:D013964,SLC5A5,Thyroid Neoplasms,1,2,marker/mechanism|therapeutic,0
6531,MESH:D001289,SLC6A3,Attention Deficit Disorder with Hyperactivity,1,4,marker/mechanism,0
6531,MESH:D019970,SLC6A3,Cocaine-Related Disorders,1,4,marker/mechanism|therapeutic,0
6531,MESH:D006948,SLC6A3,Hyperkinesis,1,2,marker/mechanism,0
6531,MESH:D009410,SLC6A3,Nerve Degeneration,1,2,marker/mechanism,0
6531,MESH:D010300,SLC6A3,Parkinson Disease,1,4,marker/mechanism,0
6532,MESH:D000437,SLC6A4,Alcoholism,1,2,marker/mechanism,0
6532,MESH:D001321,SLC6A4,Autistic Disorder,1,5,marker/mechanism,0
6532,MESH:D001714,SLC6A4,Bipolar Disorder,1,2,marker/mechanism,0
6532,MESH:D003866,SLC6A4,Depressive Disorder,1,4,marker/mechanism,0
6532,MESH:D008569,SLC6A4,Memory Disorders,1,2,marker/mechanism,0
10599,MESH:D009135,SLCO1B1,Muscular Diseases,1,5,marker/mechanism,0
28234,MESH:D003110,SLCO1B3,Colonic Neoplasms,1,2,marker/mechanism,0
28234,MESH:D008175,SLCO1B3,Lung Neoplasms,1,2,marker/mechanism,0
4087,MESH:D019465,SMAD2,Craniofacial Abnormalities,1,2,marker/mechanism,0
4088,MESH:D019465,SMAD3,Craniofacial Abnormalities,1,2,marker/mechanism,0
4088,MESH:D010003,SMAD3,Osteoarthritis,1,2,marker/mechanism,0
4089,MESH:D015179,SMAD4,Colorectal Neoplasms,1,3,marker/mechanism,0
6597,MESH:D010051,SMARCA4,Ovarian Neoplasms,1,4,marker/mechanism,0
6615,MESH:D001943,SNAI1,Breast Neoplasms,1,2,marker/mechanism,0
6615,MESH:D009361,SNAI1,Neoplasm Invasiveness,1,2,marker/mechanism,0
6615,MESH:D009362,SNAI1,Neoplasm Metastasis,1,2,marker/mechanism,0
6622,MESH:D019969,SNCA,Amphetamine-Related Disorders,1,2,marker/mechanism,0
6622,MESH:D004195,SNCA,"Disease Models, Animal",1,2,marker/mechanism,0
6622,MESH:D009410,SNCA,Nerve Degeneration,1,5,marker/mechanism|therapeutic,0
6622,MESH:D019636,SNCA,Neurodegenerative Diseases,1,3,marker/mechanism,0
6622,MESH:D010300,SNCA,Parkinson Disease,1,29,marker/mechanism,0
6622,MESH:D020734,SNCA,Parkinsonian Disorders,1,10,marker/mechanism,0
6647,MESH:D000690,SOD1,Amyotrophic Lateral Sclerosis,1,37,marker/mechanism,0
6647,MESH:D002471,SOD1,"Cell Transformation, Neoplastic",1,2,therapeutic,0
6647,MESH:D056486,SOD1,Chemical and Drug Induced Liver Injury,1,2,marker/mechanism,0
6647,MESH:D004195,SOD1,"Disease Models, Animal",1,11,marker/mechanism,0
6647,MESH:D005911,SOD1,Gliosis,1,2,marker/mechanism,0
6647,MESH:D006973,SOD1,Hypertension,1,3,marker/mechanism|therapeutic,0
6647,MESH:D002546,SOD1,"Ischemic Attack, Transient",1,4,therapeutic,0
6647,MESH:D018908,SOD1,Muscle Weakness,1,2,marker/mechanism,0
6647,MESH:D009133,SOD1,Muscular Atrophy,1,2,marker/mechanism,0
6647,MESH:D009410,SOD1,Nerve Degeneration,1,4,marker/mechanism,0
6647,MESH:D010300,SOD1,Parkinson Disease,1,2,marker/mechanism|therapeutic,0
6647,MESH:D015427,SOD1,Reperfusion Injury,1,4,marker/mechanism|therapeutic,0
6647,MESH:D012162,SOD1,Retinal Degeneration,1,2,marker/mechanism|therapeutic,0
6647,MESH:D015431,SOD1,Weight Loss,1,2,marker/mechanism,0
6648,MESH:D001172,SOD2,"Arthritis, Rheumatoid",1,3,marker/mechanism,0
6648,MESH:D050197,SOD2,Atherosclerosis,1,2,marker/mechanism|therapeutic,0
6648,MESH:D002545,SOD2,Brain Ischemia,1,3,marker/mechanism,0
6648,MESH:D001943,SOD2,Breast Neoplasms,1,4,marker/mechanism,0
6648,MESH:D002277,SOD2,Carcinoma,1,2,marker/mechanism,0
6648,MESH:D006528,SOD2,"Carcinoma, Hepatocellular",1,5,marker/mechanism,0
6648,MESH:D002289,SOD2,"Carcinoma, Non-Small-Cell Lung",1,2,marker/mechanism,0
6648,MESH:D002294,SOD2,"Carcinoma, Squamous Cell",1,2,marker/mechanism|therapeutic,0
6648,MESH:D002311,SOD2,"Cardiomyopathy, Dilated",1,2,marker/mechanism,0
6648,MESH:D002471,SOD2,"Cell Transformation, Neoplastic",1,5,marker/mechanism|therapeutic,0
6648,MESH:D015179,SOD2,Colorectal Neoplasms,1,2,marker/mechanism,0
6648,MESH:D016640,SOD2,"Diabetes, Gestational",1,3,marker/mechanism,0
6648,MESH:D003921,SOD2,"Diabetes Mellitus, Experimental",1,2,marker/mechanism|therapeutic,0
6648,MESH:D018450,SOD2,Disease Progression,1,7,marker/mechanism|therapeutic,0
6648,MESH:D004938,SOD2,Esophageal Neoplasms,1,2,marker/mechanism,0
6648,MESH:D000077277,SOD2,Esophageal Squamous Cell Carcinoma,1,2,marker/mechanism,0
6648,MESH:D006333,SOD2,Heart Failure,1,5,marker/mechanism,0
6648,MESH:D006973,SOD2,Hypertension,1,3,marker/mechanism,0
6648,MESH:D000860,SOD2,Hypoxia,1,2,marker/mechanism,0
6648,MESH:D007511,SOD2,Ischemia,1,2,therapeutic,0
6648,MESH:D007674,SOD2,Kidney Diseases,1,2,marker/mechanism,0
6648,MESH:D008654,SOD2,Mesothelioma,1,4,marker/mechanism,0
6648,MESH:D009062,SOD2,Mouth Neoplasms,1,2,marker/mechanism|therapeutic,0
6648,MESH:D009336,SOD2,Necrosis,1,2,marker/mechanism|therapeutic,0
6648,MESH:D009361,SOD2,Neoplasm Invasiveness,1,6,marker/mechanism,0
6648,MESH:D009362,SOD2,Neoplasm Metastasis,1,4,marker/mechanism,0
6648,MESH:D009369,SOD2,Neoplasms,1,6,marker/mechanism|therapeutic,0
6648,MESH:D019636,SOD2,Neurodegenerative Diseases,1,3,marker/mechanism,0
6648,MESH:D009765,SOD2,Obesity,1,3,marker/mechanism,0
6648,MESH:D010003,SOD2,Osteoarthritis,1,3,marker/mechanism,0
6648,MESH:D010051,SOD2,Ovarian Neoplasms,1,2,marker/mechanism,0
6648,MESH:D010190,SOD2,Pancreatic Neoplasms,1,2,marker/mechanism,0
6648,MESH:D010300,SOD2,Parkinson Disease,1,3,marker/mechanism,0
6648,MESH:D011230,SOD2,Precancerous Conditions,1,2,marker/mechanism,0
6648,MESH:D011471,SOD2,Prostatic Neoplasms,1,8,marker/mechanism|therapeutic,0
6648,MESH:D011833,SOD2,"Radiation Injuries, Experimental",1,2,therapeutic,0
6648,MESH:D015427,SOD2,Reperfusion Injury,1,6,marker/mechanism|therapeutic,0
6648,MESH:D012878,SOD2,Skin Neoplasms,1,4,marker/mechanism|therapeutic,0
6648,MESH:D013274,SOD2,Stomach Neoplasms,1,4,marker/mechanism,0
6648,MESH:D001749,SOD2,Urinary Bladder Neoplasms,1,2,marker/mechanism,0
6648,MESH:D014605,SOD2,Uveitis,1,2,marker/mechanism,0
6649,MESH:D006973,SOD3,Hypertension,1,2,marker/mechanism|therapeutic,0
6649,MESH:D029424,SOD3,"Pulmonary Disease, Chronic Obstructive",1,2,marker/mechanism,0
6667,MESH:D009361,SP1,Neoplasm Invasiveness,1,2,marker/mechanism,0
6667,MESH:D009362,SP1,Neoplasm Metastasis,1,2,marker/mechanism,0
26010,MESH:D001281,SPATS2L,Atrial Fibrillation,1,2,marker/mechanism,0
6696,MESH:D058186,SPP1,Acute Kidney Injury,1,2,marker/mechanism,0
6696,MESH:D000230,SPP1,Adenocarcinoma,1,2,marker/mechanism,0
6696,MESH:D001195,SPP1,Asbestosis,1,2,marker/mechanism,0
6696,MESH:D001943,SPP1,Breast Neoplasms,1,2,marker/mechanism,0
6696,MESH:D007669,SPP1,Kidney Calculi,1,2,marker/mechanism,0
6696,MESH:D008175,SPP1,Lung Neoplasms,1,2,marker/mechanism,0
6696,MESH:D008654,SPP1,Mesothelioma,1,2,marker/mechanism,0
6714,MESH:D009361,SRC,Neoplasm Invasiveness,1,2,marker/mechanism,0
6714,MESH:D001749,SRC,Urinary Bladder Neoplasms,1,2,marker/mechanism,0
6715,MESH:D004715,SRD5A1,Endometriosis,1,2,marker/mechanism,0
6715,MESH:D011085,SRD5A1,Polycystic Ovary Syndrome,1,2,marker/mechanism,0
6715,MESH:D011471,SRD5A1,Prostatic Neoplasms,1,2,marker/mechanism,0
6716,MESH:D011471,SRD5A2,Prostatic Neoplasms,1,5,marker/mechanism,0
6720,MESH:D006528,SREBF1,"Carcinoma, Hepatocellular",1,2,marker/mechanism,0
6720,MESH:D003921,SREBF1,"Diabetes Mellitus, Experimental",1,2,marker/mechanism,0
6720,MESH:D065626,SREBF1,Non-alcoholic Fatty Liver Disease,1,2,marker/mechanism,0
10735,MESH:D001749,STAG2,Urinary Bladder Neoplasms,1,3,marker/mechanism,0
6774,MESH:D000230,STAT3,Adenocarcinoma,1,2,marker/mechanism,0
6774,MESH:D001169,STAT3,"Arthritis, Experimental",1,2,marker/mechanism,0
6774,MESH:D002294,STAT3,"Carcinoma, Squamous Cell",1,2,marker/mechanism,0
6774,MESH:D006332,STAT3,Cardiomegaly,1,3,marker/mechanism,0
6774,MESH:D009202,STAT3,Cardiomyopathies,1,2,marker/mechanism|therapeutic,0
6774,MESH:D002471,STAT3,"Cell Transformation, Neoplastic",1,3,marker/mechanism,0
6774,MESH:D003093,STAT3,"Colitis, Ulcerative",1,2,marker/mechanism,0
6774,MESH:D007249,STAT3,Inflammation,1,3,marker/mechanism|therapeutic,0
6774,MESH:D008114,STAT3,"Liver Neoplasms, Experimental",1,2,marker/mechanism,0
6774,MESH:D009362,STAT3,Neoplasm Metastasis,1,3,marker/mechanism,0
6774,MESH:D010190,STAT3,Pancreatic Neoplasms,1,2,marker/mechanism,0
6774,MESH:D011471,STAT3,Prostatic Neoplasms,1,3,marker/mechanism,0
6776,MESH:D000230,STAT5A,Adenocarcinoma,1,2,marker/mechanism,0
6776,MESH:D002277,STAT5A,Carcinoma,1,3,marker/mechanism,0
6776,MESH:D015674,STAT5A,"Mammary Neoplasms, Animal",1,5,marker/mechanism,0
6776,MESH:D008325,STAT5A,"Mammary Neoplasms, Experimental",1,3,marker/mechanism,0
23224,MESH:D001281,SYNE2,Atrial Fibrillation,1,2,marker/mechanism,0
6863,MESH:D001919,TAC1,Bradycardia,1,2,marker/mechanism,0
6863,MESH:D006930,TAC1,Hyperalgesia,1,9,marker/mechanism,0
6863,MESH:D006940,TAC1,Hyperemia,1,2,therapeutic,0
6863,MESH:D007022,TAC1,Hypotension,1,2,marker/mechanism,0
6863,MESH:D007249,TAC1,Inflammation,1,4,marker/mechanism,0
6863,MESH:D020078,TAC1,Neurogenic Inflammation,1,5,marker/mechanism,0
6863,MESH:D010146,TAC1,Pain,1,2,marker/mechanism,0
23216,MESH:D009765,TBC1D1,Obesity,1,3,marker/mechanism,0
6915,MESH:D055963,TBXA2R,"Asthma, Aspirin-Induced",1,2,marker/mechanism,0
6915,MESH:D001791,TBXA2R,Blood Platelet Disorders,1,2,marker/mechanism,0
7015,MESH:D006528,TERT,"Carcinoma, Hepatocellular",1,4,marker/mechanism,0
7015,MESH:D005910,TERT,Glioma,1,2,marker/mechanism,0
7015,MESH:D008175,TERT,Lung Neoplasms,1,3,marker/mechanism,0
7015,MESH:D010190,TERT,Pancreatic Neoplasms,1,2,marker/mechanism,0
7015,MESH:D011471,TERT,Prostatic Neoplasms,1,2,marker/mechanism,0
7018,MESH:D000437,TF,Alcoholism,1,2,marker/mechanism,0
7018,MESH:D000544,TF,Alzheimer Disease,1,2,marker/mechanism,0
7018,MESH:D002277,TF,Carcinoma,1,2,marker/mechanism,0
7018,MESH:D005234,TF,Fatty Liver,1,2,marker/mechanism,0
7018,MESH:D015674,TF,"Mammary Neoplasms, Animal",1,2,marker/mechanism,0
7018,MESH:D008325,TF,"Mammary Neoplasms, Experimental",1,2,marker/mechanism,0
7020,MESH:D019465,TFAP2A,Craniofacial Abnormalities,1,2,marker/mechanism,0
7980,MESH:D001172,TFPI2,"Arthritis, Rheumatoid",1,2,marker/mechanism,0
7980,MESH:D006528,TFPI2,"Carcinoma, Hepatocellular",1,2,marker/mechanism,0
7037,MESH:D018798,TFRC,"Anemia, Iron-Deficiency",1,3,marker/mechanism,0
7037,MESH:D001943,TFRC,Breast Neoplasms,1,2,marker/mechanism,0
7037,MESH:D009765,TFRC,Obesity,1,2,marker/mechanism,0
7039,MESH:D006528,TGFA,"Carcinoma, Hepatocellular",1,2,marker/mechanism,0
7040,MESH:D001249,TGFB1,Asthma,1,2,marker/mechanism,0
7040,MESH:D001607,TGFB1,Berylliosis,1,2,marker/mechanism,0
7040,MESH:D003921,TGFB1,"Diabetes Mellitus, Experimental",1,2,marker/mechanism,0
7040,MESH:D003928,TGFB1,Diabetic Nephropathies,1,2,marker/mechanism,0
7040,MESH:D005355,TGFB1,Fibrosis,1,9,marker/mechanism,0
7040,MESH:D005923,TGFB1,"Glomerulosclerosis, Focal Segmental",1,3,marker/mechanism,0
7040,MESH:D006967,TGFB1,Hypersensitivity,1,2,marker/mechanism,0
7040,MESH:D006973,TGFB1,Hypertension,1,2,marker/mechanism,0
7040,MESH:D007249,TGFB1,Inflammation,1,2,marker/mechanism|therapeutic,0
7040,MESH:D007674,TGFB1,Kidney Diseases,1,3,marker/mechanism|therapeutic,0
7040,MESH:D008103,TGFB1,Liver Cirrhosis,1,5,marker/mechanism,0
7040,MESH:D008106,TGFB1,"Liver Cirrhosis, Experimental",1,5,marker/mechanism|therapeutic,0
7040,MESH:D008175,TGFB1,Lung Neoplasms,1,3,marker/mechanism|therapeutic,0
7040,MESH:D009361,TGFB1,Neoplasm Invasiveness,1,6,marker/mechanism,0
7040,MESH:D009362,TGFB1,Neoplasm Metastasis,1,4,marker/mechanism,0
7040,MESH:D009404,TGFB1,Nephrotic Syndrome,1,3,marker/mechanism,0
7040,MESH:D065626,TGFB1,Non-alcoholic Fatty Liver Disease,1,2,marker/mechanism,0
7040,MESH:D011471,TGFB1,Prostatic Neoplasms,1,2,marker/mechanism,0
7040,MESH:D029424,TGFB1,"Pulmonary Disease, Chronic Obstructive",1,2,marker/mechanism,0
7040,MESH:D011658,TGFB1,Pulmonary Fibrosis,1,8,marker/mechanism,0
7052,MESH:D005909,TGM2,Glioblastoma,1,2,marker/mechanism|therapeutic,0
7054,MESH:D002375,TH,Catalepsy,1,2,marker/mechanism,0
7054,MESH:D006973,TH,Hypertension,1,3,marker/mechanism,0
7054,MESH:D007859,TH,Learning Disabilities,1,2,marker/mechanism,0
7054,MESH:D020734,TH,Parkinsonian Disorders,1,2,marker/mechanism,0
7056,MESH:D009203,THBD,Myocardial Infarction,1,2,marker/mechanism,0
7056,MESH:D013927,THBD,Thrombosis,1,2,marker/mechanism,0
7068,MESH:D001281,THRB,Atrial Fibrillation,1,2,marker/mechanism,0
7076,MESH:D008106,TIMP1,"Liver Cirrhosis, Experimental",1,5,marker/mechanism,0
7097,MESH:D015179,TLR2,Colorectal Neoplasms,1,2,marker/mechanism,0
7097,MESH:D064420,TLR2,Drug-Related Side Effects and Adverse Reactions,1,2,marker/mechanism,0
7099,MESH:D015179,TLR4,Colorectal Neoplasms,1,2,marker/mechanism,0
7099,MESH:D005234,TLR4,Fatty Liver,1,2,marker/mechanism,0
7099,MESH:D006973,TLR4,Hypertension,1,2,marker/mechanism,0
7099,MESH:D007249,TLR4,Inflammation,1,4,marker/mechanism,0
7099,MESH:D015427,TLR4,Reperfusion Injury,1,2,marker/mechanism,0
7113,MESH:D000086382,TMPRSS2,COVID-19,1,3,marker/mechanism,0
7113,MESH:D011471,TMPRSS2,Prostatic Neoplasms,1,4,marker/mechanism,0
7124,MESH:D058186,TNF,Acute Kidney Injury,1,3,marker/mechanism,0
7124,MESH:D000230,TNF,Adenocarcinoma,1,2,marker/mechanism|therapeutic,0
7124,MESH:D001169,TNF,"Arthritis, Experimental",1,9,marker/mechanism,0
7124,MESH:D015535,TNF,"Arthritis, Psoriatic",1,2,marker/mechanism,0
7124,MESH:D001172,TNF,"Arthritis, Rheumatoid",1,5,marker/mechanism|therapeutic,0
7124,MESH:D001195,TNF,Asbestosis,1,2,marker/mechanism,0
7124,MESH:D001249,TNF,Asthma,1,5,marker/mechanism,0
7124,MESH:D001607,TNF,Berylliosis,1,4,marker/mechanism,0
7124,MESH:D001930,TNF,Brain Injuries,1,2,marker/mechanism,0
7124,MESH:D001943,TNF,Breast Neoplasms,1,3,marker/mechanism,0
7124,MESH:D006332,TNF,Cardiomegaly,1,3,marker/mechanism,0
7124,MESH:D066126,TNF,Cardiotoxicity,1,2,marker/mechanism,0
7124,MESH:D056486,TNF,Chemical and Drug Induced Liver Injury,1,7,marker/mechanism|therapeutic,0
7124,MESH:D003092,TNF,Colitis,1,2,marker/mechanism,0
7124,MESH:D003093,TNF,"Colitis, Ulcerative",1,3,marker/mechanism,0
7124,MESH:D003110,TNF,Colonic Neoplasms,1,2,marker/mechanism|therapeutic,0
7124,MESH:D003424,TNF,Crohn Disease,1,2,marker/mechanism,0
7124,MESH:D003921,TNF,"Diabetes Mellitus, Experimental",1,6,marker/mechanism,0
7124,MESH:D004342,TNF,Drug Hypersensitivity,1,2,marker/mechanism,0
7124,MESH:D005334,TNF,Fever,1,3,marker/mechanism,0
7124,MESH:D005921,TNF,Glomerulonephritis,1,2,marker/mechanism,0
7124,MESH:D006333,TNF,Heart Failure,1,5,marker/mechanism,0
7124,MESH:D006501,TNF,Hepatic Encephalopathy,1,2,marker/mechanism,0
7124,MESH:D006930,TNF,Hyperalgesia,1,11,marker/mechanism,0
7124,MESH:D006967,TNF,Hypersensitivity,1,2,marker/mechanism,0
7124,MESH:D006973,TNF,Hypertension,1,5,marker/mechanism,0
7124,MESH:D007022,TNF,Hypotension,1,2,marker/mechanism,0
7124,MESH:D007035,TNF,Hypothermia,1,2,marker/mechanism,0
7124,MESH:D007249,TNF,Inflammation,1,16,marker/mechanism,0
7124,MESH:D015212,TNF,Inflammatory Bowel Diseases,1,2,marker/mechanism,0
7124,MESH:D007333,TNF,Insulin Resistance,1,2,marker/mechanism,0
7124,MESH:D007898,TNF,"Leishmaniasis, Visceral",1,2,marker/mechanism,0
7124,MESH:D055370,TNF,Lung Injury,1,3,marker/mechanism|therapeutic,0
7124,MESH:D008175,TNF,Lung Neoplasms,1,2,marker/mechanism,0
7124,MESH:D008545,TNF,Melanoma,1,4,therapeutic,0
7124,MESH:D009102,TNF,Multiple Organ Failure,1,2,marker/mechanism,0
7124,MESH:D009203,TNF,Myocardial Infarction,1,2,marker/mechanism,0
7124,MESH:D017202,TNF,Myocardial Ischemia,1,2,marker/mechanism,0
7124,MESH:D009205,TNF,Myocarditis,1,2,marker/mechanism,0
7124,MESH:D009336,TNF,Necrosis,1,4,marker/mechanism,0
7124,MESH:D009361,TNF,Neoplasm Invasiveness,1,4,marker/mechanism,0
