drugId,diseaseId,max_phase,labels,statuses
CHEMBL2021430,EFO_0003106,4.0,pneumonia,
CHEMBL2021430,EFO_0003778,4.0,psoriatic arthritis,
CHEMBL2021430,EFO_0003898,4.0,ankylosing spondylitis,
CHEMBL2021430,EFO_0003956,4.0,seasonal allergic rhinitis,
CHEMBL2021430,EFO_0004255,4.0,nephrotic syndrome,
CHEMBL2021430,EFO_0004274,4.0,gout,
CHEMBL2021430,EFO_0004276,4.0,Stevens-Johnson syndrome,
CHEMBL2021430,EFO_0004719,4.0,pemphigus vulgaris,
CHEMBL2021430,EFO_0005319,4.0,contact dermatitis,
CHEMBL2021430,EFO_0005558,4.0,hemolytic anemia,
CHEMBL2021430,EFO_0005854,4.0,allergic rhinitis,
CHEMBL2021430,EFO_0007141,4.0,allergic conjunctivitis,
CHEMBL2021430,EFO_0007160,4.0,autoimmune thrombocytopenic purpura,
CHEMBL2021430,EFO_0007257,4.0,eosinophilic pneumonia,
CHEMBL2021430,EFO_0007403,4.0,ophthalmic herpes zoster,
CHEMBL2021430,EFO_0007405,4.0,optic neuritis,
CHEMBL2021430,EFO_0007520,4.0,trichinosis,
CHEMBL2021430,EFO_0008997,4.0,synovitis,
CHEMBL2021430,EFO_0009449,4.0,keratitis,
CHEMBL2021430,EFO_0009456,4.0,exfoliative dermatitis,
CHEMBL2021430,EFO_0009491,4.0,adrenocortical insufficiency,
CHEMBL2021430,EFO_0009609,4.0,myocarditis,
CHEMBL2021430,EFO_1000039,4.0,meningeal tuberculosis,
CHEMBL2021430,EFO_1000049,4.0,pulmonary tuberculosis,
CHEMBL2021430,EFO_1000684,4.0,dermatitis herpetiformis,
CHEMBL2021430,EFO_1000694,4.0,erythema multiforme,
CHEMBL2021430,EFO_1000764,4.0,seborrheic dermatitis,
CHEMBL2021430,EFO_1000845,4.0,brain edema,
CHEMBL2021430,EFO_1000941,4.0,frozen shoulder,
CHEMBL2021430,EFO_1000997,4.0,iritis,
CHEMBL2021430,EFO_1001051,4.0,mycosis fungoides,
CHEMBL2021430,EFO_1001119,4.0,posterior uveitis,
CHEMBL2021430,EFO_1001194,4.0,subacute thyroiditis,
CHEMBL2021430,EFO_1001205,4.0,sympathetic ophthalmia,
CHEMBL2021430,EFO_1001222,4.0,type III hypersensitivity reaction disease,
CHEMBL2021430,EFO_1001435,4.0,tenosynovitis,
CHEMBL2021430,EFO_1001896,4.0,lateral epicondylitis,
CHEMBL2021430,HP_0001094,4.0,Iridocyclitis,
CHEMBL2021430,HP_0001873,4.0,Thrombocytopenia,
CHEMBL2021430,HP_0001915,4.0,Aplastic anemia,
CHEMBL2021430,HP_0003072,4.0,Hypercalcemia,
CHEMBL2021430,HP_0004398,4.0,Peptic ulcer,
CHEMBL2021430,HP_0012424,4.0,Chorioretinitis,
CHEMBL2021430,MONDO_0001280,4.0,choroiditis,
CHEMBL2021430,MONDO_0004979,4.0,asthma,
CHEMBL2021430,MONDO_0005178,4.0,osteoarthritis,
CHEMBL2021430,MONDO_0007915,4.0,systemic lupus erythematosus,
CHEMBL2021430,MONDO_0008728,4.0,classic congenital adrenal hyperplasia due to 21-hydroxylase deficiency,
CHEMBL2021430,MONDO_0015128,4.0,primary adrenal insufficiency,
CHEMBL2021430,MONDO_0019338,4.0,sarcoidosis,
CHEMBL2021430,MP_0001845,4.0,inflammation,
CHEMBL2024517,EFO_0009963,4.0,bipolar I disorder,
CHEMBL2024517,MONDO_0004985,4.0,bipolar disorder,
CHEMBL2024517,MONDO_0005090,4.0,schizophrenia,
CHEMBL2028019,EFO_0005407,4.0,psychosis,
CHEMBL2028663,EFO_0000616,4.0,neoplasm,
CHEMBL2028852,EFO_0005532,4.0,angioedema,
CHEMBL2028852,MONDO_0019623,4.0,hereditary angioedema,
CHEMBL2028987,EFO_0001663,4.0,prostate carcinoma,
CHEMBL2028987,MONDO_0008315,4.0,prostate cancer,
CHEMBL2035187,EFO_0000616,4.0,neoplasm,
CHEMBL2040682,EFO_0003956,4.0,seasonal allergic rhinitis,
CHEMBL2040682,EFO_0005854,4.0,allergic rhinitis,Completed | Withdrawn
CHEMBL2040682,EFO_1001417,4.0,"Rhinitis, Allergic, Perennial",Completed
CHEMBL2040682,HP_0001742,4.0,Nasal congestion,
CHEMBL2040682,HP_0006536,4.0,Airway obstruction,
CHEMBL2040682,MONDO_0004979,4.0,asthma,Terminated | Completed
CHEMBL2043437,EFO_0000616,4.0,neoplasm,
CHEMBL2062163,EFO_0001073,4.0,obesity,
CHEMBL2062266,HP_0012531,4.0,Pain,Completed
CHEMBL2062335,EFO_0000537,4.0,hypertension,Completed
CHEMBL2062335,EFO_0000612,4.0,myocardial infarction,Completed
CHEMBL2062335,EFO_0000712,4.0,stroke,
CHEMBL2062335,EFO_0003144,4.0,heart failure,
CHEMBL2062335,EFO_0003913,4.0,angina pectoris,
CHEMBL206253,EFO_0006911,4.0,Chemotherapy-induced nausea and vomiting,"Active, not recruiting"
CHEMBL20883,EFO_0000616,4.0,neoplasm,
CHEMBL2095212,EFO_0006865,4.0,urgency urinary incontinence,Recruiting | Completed
CHEMBL2095212,EFO_1000781,4.0,overactive bladder,Not yet recruiting | Completed | Recruiting | Unknown status | Withdrawn
CHEMBL2095212,HP_0000020,4.0,Urinary incontinence,Recruiting | Completed
CHEMBL2103738,EFO_0009963,4.0,bipolar I disorder,
CHEMBL2103739,EFO_0007141,4.0,allergic conjunctivitis,
CHEMBL2103744,EFO_0003890,4.0,drug dependence,
CHEMBL2103744,EFO_0020911,4.0,overdose,
CHEMBL2103744,HP_0012531,4.0,Pain,Recruiting | Terminated | Unknown status | Completed | Withdrawn
CHEMBL2103744,HP_0012532,4.0,Chronic pain,Terminated | Completed
CHEMBL2103744,MONDO_0004992,4.0,cancer,Completed
CHEMBL2103795,EFO_0000537,4.0,hypertension,
CHEMBL2103795,EFO_0000712,4.0,stroke,
CHEMBL2103802,EFO_0003144,4.0,heart failure,
CHEMBL2103802,MONDO_0005148,4.0,type 2 diabetes mellitus,Completed
CHEMBL2103837,EFO_0000318,4.0,cardiomyopathy,
CHEMBL2103837,EFO_1001875,4.0,amyloidosis,
CHEMBL2103837,MONDO_0019438,4.0,AL amyloidosis,
CHEMBL2103867,HP_0002019,4.0,Constipation,
CHEMBL2103868,EFO_0000182,4.0,hepatocellular carcinoma,
CHEMBL2103868,EFO_0000681,4.0,renal cell carcinoma,
CHEMBL2103868,EFO_0002892,4.0,thyroid carcinoma,
CHEMBL2103870,MONDO_0009061,4.0,cystic fibrosis,Terminated
CHEMBL2103875,EFO_0000616,4.0,neoplasm,
CHEMBL2103883,MP_0001914,4.0,hemorrhage,
CHEMBL2104391,EFO_0000400,4.0,diabetes mellitus,Completed | Terminated
CHEMBL2104391,MONDO_0005147,4.0,type 1 diabetes mellitus,Terminated | Completed | Unknown status
CHEMBL2104391,MONDO_0005148,4.0,type 2 diabetes mellitus,Completed | Terminated | Unknown status | Withdrawn
CHEMBL2104987,MONDO_0015183,4.0,short bowel syndrome,Completed
CHEMBL2105458,HP_0000989,4.0,Pruritus,
CHEMBL2105458,MONDO_0005271,4.0,allergic disease,
CHEMBL2105581,EFO_0005407,4.0,psychosis,
CHEMBL2105613,EFO_0000474,4.0,epilepsy,
CHEMBL2105613,EFO_0009963,4.0,bipolar I disorder,Completed
CHEMBL2105613,EFO_1000877,4.0,complex partial epilepsy,
CHEMBL2105613,HP_0001250,4.0,Seizure,
CHEMBL2105613,HP_0002121,4.0,Generalized non-motor (absence) seizure,
CHEMBL2105613,MONDO_0004985,4.0,bipolar disorder,Completed | Terminated | Withdrawn
CHEMBL2105613,MONDO_0005277,4.0,migraine disorder,
CHEMBL2105648,MONDO_0007606,4.0,fibrodysplasia ossificans progressiva,
CHEMBL2105675,EFO_0000318,4.0,cardiomyopathy,
CHEMBL2105675,EFO_1001875,4.0,amyloidosis,
CHEMBL2105675,MONDO_0019438,4.0,AL amyloidosis,
CHEMBL2105682,EFO_0000275,4.0,atrial fibrillation,
CHEMBL2105682,EFO_0000712,4.0,stroke,
CHEMBL2105682,EFO_0003827,4.0,pulmonary embolism,
CHEMBL2105682,EFO_0003907,4.0,deep vein thrombosis,
CHEMBL2105682,EFO_0004286,4.0,venous thromboembolism,
CHEMBL2105712,EFO_0003060,4.0,non-small cell lung carcinoma,Not yet recruiting
CHEMBL2105717,EFO_0000616,4.0,neoplasm,
CHEMBL2105719,EFO_0000616,4.0,neoplasm,
CHEMBL2105719,EFO_0003060,4.0,non-small cell lung carcinoma,
CHEMBL2105720,EFO_0004274,4.0,gout,
CHEMBL2105720,EFO_0009104,4.0,hyperuricemia,
CHEMBL2105729,EFO_0000756,4.0,melanoma,
CHEMBL2105729,EFO_0002617,4.0,metastatic melanoma,
CHEMBL2105732,EFO_0005687,4.0,fibromyalgia,
CHEMBL2105732,MONDO_0002009,4.0,major depressive disorder,
CHEMBL2105737,EFO_0000616,4.0,neoplasm,
CHEMBL2105741,EFO_0002617,4.0,metastatic melanoma,
CHEMBL2105743,EFO_0000341,4.0,chronic obstructive pulmonary disease,
CHEMBL2105743,EFO_0000464,4.0,emphysema,
CHEMBL2105743,EFO_0006505,4.0,chronic bronchitis,
CHEMBL2105748,HP_0002019,4.0,Constipation,
CHEMBL2105755,HP_0002019,4.0,Constipation,
CHEMBL2105756,EFO_0000681,4.0,renal cell carcinoma,
CHEMBL2105758,EFO_0001421,4.0,liver disease,
CHEMBL2105758,HP_0001873,4.0,Thrombocytopenia,
CHEMBL2105759,EFO_0000685,4.0,rheumatoid arthritis,"Active, not recruiting | Completed | Recruiting | Terminated"
CHEMBL2105760,EFO_0005407,4.0,psychosis,
CHEMBL2105760,MONDO_0002009,4.0,major depressive disorder,Completed | Recruiting | Withdrawn
CHEMBL2105760,MONDO_0005090,4.0,schizophrenia,
CHEMBL2106483,EFO_0003888,4.0,attention deficit hyperactivity disorder,Completed | Recruiting
CHEMBL2107067,EFO_0000616,4.0,neoplasm,
CHEMBL2107067,EFO_1001006,4.0,Klinefelter's syndrome,
CHEMBL2107067,EFO_1001078,4.0,orchitis,
CHEMBL2107067,MONDO_0002146,4.0,hypogonadism,"Withdrawn | Active, not recruiting | Recruiting"
CHEMBL2107067,MONDO_0018555,4.0,hypogonadotropic hypogonadism,Completed
CHEMBL2107333,EFO_0000540,4.0,immune system disease,
CHEMBL2107333,EFO_0000676,4.0,psoriasis,Completed
CHEMBL2107333,EFO_0003929,4.0,relapsing-remitting multiple sclerosis,Completed | Terminated | Withdrawn
CHEMBL2107333,MONDO_0005301,4.0,multiple sclerosis,"Active, not recruiting | Completed | Terminated | Unknown status"
CHEMBL2107354,EFO_0000616,4.0,neoplasm,
CHEMBL2107355,MONDO_0010526,4.0,Fabry disease,
CHEMBL2107360,EFO_0005411,4.0,schizoaffective disorder,Completed
CHEMBL2107360,MONDO_0005090,4.0,schizophrenia,Completed | Not yet recruiting | Terminated | Unknown status | Withdrawn
CHEMBL2107383,EFO_0000275,4.0,atrial fibrillation,
CHEMBL2107386,EFO_0000612,4.0,myocardial infarction,
CHEMBL2107386,EFO_0004265,4.0,peripheral arterial disease,
CHEMBL2107387,MONDO_0002009,4.0,major depressive disorder,
CHEMBL2107797,MP_0001914,4.0,hemorrhage,
CHEMBL2107826,EFO_0006865,4.0,urgency urinary incontinence,Recruiting
CHEMBL2107826,EFO_1000781,4.0,overactive bladder,
CHEMBL2107826,HP_0000020,4.0,Urinary incontinence,
CHEMBL2107830,EFO_0000400,4.0,diabetes mellitus,Completed | Recruiting | Terminated | Unknown status | Withdrawn
CHEMBL2107830,EFO_0003144,4.0,heart failure,Enrolling by invitation | Completed | Recruiting
CHEMBL2107830,EFO_0003884,4.0,chronic kidney disease,Recruiting
CHEMBL2107830,MONDO_0005148,4.0,type 2 diabetes mellitus,Completed | Not yet recruiting | Recruiting | Terminated
CHEMBL2107831,HP_0001873,4.0,Thrombocytopenia,
CHEMBL2107831,MP_0001914,4.0,hemorrhage,
CHEMBL2107841,EFO_0000400,4.0,diabetes mellitus,Completed | Terminated
CHEMBL2107841,MONDO_0005148,4.0,type 2 diabetes mellitus,Completed | Terminated
CHEMBL2107869,EFO_0000400,4.0,diabetes mellitus,Terminated
CHEMBL2107873,Orphanet_903,4.0,Von Willebrand disease,
CHEMBL2107874,EFO_0003854,4.0,postmenopausal osteoporosis,"Recruiting | Active, not recruiting"
CHEMBL2107874,EFO_0003882,4.0,osteoporosis,Completed | Recruiting
CHEMBL2107884,HP_0006536,4.0,Airway obstruction,
CHEMBL2107884,MONDO_0004979,4.0,asthma,Completed | Terminated
CHEMBL2107885,EFO_0000612,4.0,myocardial infarction,
CHEMBL2107885,EFO_0003144,4.0,heart failure,
CHEMBL2107885,EFO_0008585,4.0,ST Elevation Myocardial Infarction,
CHEMBL2107885,HP_0004419,4.0,Recurrent thrombophlebitis,
CHEMBL2108027,EFO_0000400,4.0,diabetes mellitus,Completed
CHEMBL2108027,MONDO_0005148,4.0,type 2 diabetes mellitus,"Completed | Active, not recruiting | Recruiting"
CHEMBL2108041,EFO_0003840,4.0,chronic progressive multiple sclerosis,
CHEMBL2108041,EFO_0003929,4.0,relapsing-remitting multiple sclerosis,"Active, not recruiting | Recruiting"
CHEMBL2108041,MONDO_0005301,4.0,multiple sclerosis,"Recruiting | Withdrawn | Active, not recruiting | Completed | Terminated"
CHEMBL2108078,EFO_0003854,4.0,postmenopausal osteoporosis,Completed
CHEMBL2108078,EFO_0009451,4.0,hypoparathyroidism,
CHEMBL2108184,HP_0002014,4.0,Diarrhea,Terminated
CHEMBL2108286,MONDO_0010602,4.0,hemophilia A,
CHEMBL2108290,EFO_0003884,4.0,chronic kidney disease,
CHEMBL2108290,EFO_0004272,4.0,anemia (phenotype),
CHEMBL2108319,MONDO_0010602,4.0,hemophilia A,Not yet recruiting
CHEMBL2108334,MONDO_0002244,4.0,factor VII deficiency,
CHEMBL2108334,MONDO_0010602,4.0,hemophilia A,Completed
CHEMBL2108334,MONDO_0010604,4.0,hemophilia B,
CHEMBL2108336,EFO_0000400,4.0,diabetes mellitus,
CHEMBL2108336,MONDO_0005148,4.0,type 2 diabetes mellitus,Terminated | Completed
CHEMBL2108348,MONDO_0010604,4.0,hemophilia B,
CHEMBL2108350,MONDO_0019623,4.0,hereditary angioedema,
CHEMBL2108354,EFO_0003840,4.0,chronic progressive multiple sclerosis,
CHEMBL2108354,EFO_0003929,4.0,relapsing-remitting multiple sclerosis,
CHEMBL2108429,EFO_1001467,4.0,Hypereosinophilic syndrome,
CHEMBL2108429,HP_0006536,4.0,Airway obstruction,
CHEMBL2108429,MONDO_0004979,4.0,asthma,Not yet recruiting | Recruiting | Completed
CHEMBL2108581,EFO_0000616,4.0,neoplasm,
CHEMBL2108593,EFO_0003884,4.0,chronic kidney disease,
CHEMBL2108593,EFO_0004272,4.0,anemia (phenotype),
CHEMBL2108594,EFO_0003944,4.0,tibia fracture,
CHEMBL2108594,EFO_0004260,4.0,bone disease,
CHEMBL2108611,EFO_0000220,4.0,acute lymphoblastic leukemia,"Active, not recruiting | Completed"
CHEMBL2108611,EFO_0000616,4.0,neoplasm,
CHEMBL2108658,EFO_0000182,4.0,hepatocellular carcinoma,
CHEMBL2108658,EFO_0000616,4.0,neoplasm,
CHEMBL2108675,EFO_0000274,4.0,atopic eczema,"Completed | Recruiting | Active, not recruiting | Not yet recruiting | Terminated"
CHEMBL2108675,MONDO_0004979,4.0,asthma,Recruiting | Completed
CHEMBL2108724,EFO_0000400,4.0,diabetes mellitus,Recruiting
CHEMBL2108724,EFO_0001073,4.0,obesity,"Active, not recruiting | Recruiting"
CHEMBL2108724,MONDO_0005148,4.0,type 2 diabetes mellitus,"Recruiting | Active, not recruiting | Completed | Terminated"
CHEMBL2108730,EFO_0000540,4.0,immune system disease,
CHEMBL2108730,EFO_0000685,4.0,rheumatoid arthritis,Completed
CHEMBL2108738,EFO_0000181,4.0,head and neck squamous cell carcinoma,
CHEMBL2108738,EFO_0000183,4.0,Hodgkins lymphoma,
CHEMBL2108738,EFO_0000588,4.0,mesothelioma,
CHEMBL2108738,EFO_0000616,4.0,neoplasm,
CHEMBL2108738,EFO_0000681,4.0,renal cell carcinoma,Completed
CHEMBL2108738,EFO_0000756,4.0,melanoma,Recruiting
CHEMBL2108738,EFO_0002617,4.0,metastatic melanoma,Unknown status
CHEMBL2108738,EFO_0003060,4.0,non-small cell lung carcinoma,"Active, not recruiting"
CHEMBL2108738,EFO_0004142,4.0,colorectal neoplasm,
CHEMBL2108738,EFO_1000601,4.0,Transitional Cell Carcinoma,
CHEMBL2108738,MONDO_0009348,4.0,classic Hodgkin lymphoma,
CHEMBL2108791,EFO_0000612,4.0,myocardial infarction,"Terminated | Active, not recruiting"
CHEMBL2108791,EFO_0008583,4.0,acute myocardial infarction,Terminated
CHEMBL2108791,HP_0004419,4.0,Recurrent thrombophlebitis,
CHEMBL2108973,EFO_0000400,4.0,diabetes mellitus,Terminated
CHEMBL2109065,HP_0100806,4.0,Sepsis,Completed
CHEMBL2109092,EFO_0003884,4.0,chronic kidney disease,Completed
CHEMBL2109092,EFO_0004272,4.0,anemia (phenotype),Recruiting | Completed | Terminated | Unknown status
CHEMBL2109093,EFO_0003884,4.0,chronic kidney disease,
CHEMBL2109093,EFO_0004272,4.0,anemia (phenotype),
CHEMBL2109128,EFO_0000616,4.0,neoplasm,Completed
CHEMBL2109137,MONDO_0010602,4.0,hemophilia A,Completed | Terminated | Withdrawn
CHEMBL2109171,EFO_0003944,4.0,tibia fracture,Completed
CHEMBL2109171,EFO_0004260,4.0,bone disease,
CHEMBL2109205,MONDO_0010604,4.0,hemophilia B,Completed
CHEMBL2109334,EFO_0004256,4.0,neuromyelitis optica,Not yet recruiting | Recruiting
CHEMBL2109540,EFO_0000319,4.0,cardiovascular disease,
CHEMBL2109540,EFO_0001645,4.0,coronary artery disease,Recruiting
CHEMBL2109540,EFO_0003914,4.0,atherosclerosis,Terminated
CHEMBL2109540,EFO_0004911,4.0,familial hypercholesterolemia,Completed | Terminated
CHEMBL2109624,MONDO_0018896,4.0,thrombotic thrombocytopenic purpura,
CHEMBL2110372,EFO_0004607,4.0,duodenal ulcer,
CHEMBL2110372,EFO_0009454,4.0,gastric ulcer,
CHEMBL2110372,MONDO_0043839,4.0,ulcer disease,
CHEMBL2110588,MONDO_0018150,4.0,Gaucher disease,
CHEMBL2110774,HP_0000989,4.0,Pruritus,
CHEMBL2110774,MONDO_0005271,4.0,allergic disease,
CHEMBL2110824,EFO_0000616,4.0,neoplasm,
CHEMBL2111101,EFO_0005407,4.0,psychosis,
CHEMBL2111112,EFO_0004269,4.0,cardiac arrhythmia,
CHEMBL2111286,EFO_0003948,4.0,gastroesophageal reflux disease,
CHEMBL2111286,HP_0004398,4.0,Peptic ulcer,
CHEMBL2111290,EFO_1001348,4.0,HIV-Associated Lipodystrophy Syndrome,
CHEMBL211471,EFO_0004991,4.0,Myasthenia gravis,
CHEMBL21333,HP_0006536,4.0,Airway obstruction,
CHEMBL2134724,EFO_0000341,4.0,chronic obstructive pulmonary disease,Completed | Terminated
CHEMBL2134724,EFO_0000464,4.0,emphysema,
CHEMBL2134724,EFO_0003956,4.0,seasonal allergic rhinitis,
CHEMBL2134724,EFO_0006505,4.0,chronic bronchitis,
CHEMBL2134724,EFO_0007214,4.0,common cold,Completed
CHEMBL2134724,HP_0001742,4.0,Nasal congestion,
CHEMBL2134724,HP_0006536,4.0,Airway obstruction,
CHEMBL2134724,MONDO_0004979,4.0,asthma,Terminated | Completed | Unknown status
CHEMBL2135460,MONDO_0001382,4.0,hepatorenal syndrome,Unknown status
CHEMBL2138684,MONDO_0005277,4.0,migraine disorder,
CHEMBL2145077,EFO_0000373,4.0,congestive heart failure,
CHEMBL2145077,EFO_0003144,4.0,heart failure,
CHEMBL2145077,EFO_0003913,4.0,angina pectoris,
CHEMBL2146146,EFO_0003956,4.0,seasonal allergic rhinitis,
CHEMBL2146146,EFO_0005854,4.0,allergic rhinitis,
CHEMBL2146146,HP_0004398,4.0,Peptic ulcer,
CHEMBL2146146,HP_0011499,4.0,Mydriasis,
CHEMBL2146146,MONDO_0005180,4.0,Parkinson disease,
CHEMBL2146883,EFO_0000616,4.0,neoplasm,
CHEMBL2147777,EFO_0000400,4.0,diabetes mellitus,Completed
CHEMBL2159122,EFO_0000555,4.0,irritable bowel syndrome,Completed
CHEMBL2181927,EFO_0000319,4.0,cardiovascular disease,
CHEMBL2181927,EFO_0003884,4.0,chronic kidney disease,
CHEMBL2181927,MONDO_0005148,4.0,type 2 diabetes mellitus,
CHEMBL218490,MONDO_0005041,4.0,glaucoma,Completed | Unknown status
CHEMBL219916,EFO_0010282,4.0,gastrointestinal disease,
CHEMBL220491,EFO_0004190,4.0,open-angle glaucoma,Completed
CHEMBL220491,EFO_1001069,4.0,ocular hypertension,Completed
CHEMBL220491,MONDO_0005041,4.0,glaucoma,Completed | Terminated
CHEMBL220492,EFO_0000474,4.0,epilepsy,Completed | Unknown status
CHEMBL220492,HP_0001250,4.0,Seizure,
CHEMBL220492,MONDO_0005277,4.0,migraine disorder,Completed | Enrolling by invitation | Recruiting
CHEMBL220492,MONDO_0016532,4.0,Lennox-Gastaut syndrome,
CHEMBL2216870,EFO_0000095,4.0,chronic lymphocytic leukemia,
CHEMBL2216870,EFO_0000096,4.0,neoplasm of mature B-cells,
CHEMBL2216870,EFO_0000616,4.0,neoplasm,
CHEMBL2216870,EFO_0005952,4.0,non-Hodgkins lymphoma,
CHEMBL2218894,EFO_0004911,4.0,familial hypercholesterolemia,
CHEMBL2218894,HP_0003124,4.0,Hypercholesterolemia,
CHEMBL2218896,HP_0002017,4.0,Nausea and vomiting,Terminated
CHEMBL2218896,HP_0002018,4.0,Nausea,
CHEMBL2218896,MONDO_0004992,4.0,cancer,
CHEMBL2218917,EFO_0009869,4.0,xerostomia,
CHEMBL2219416,EFO_0005611,4.0,opioid dependence,
CHEMBL2219416,HP_0002019,4.0,Constipation,
CHEMBL2219416,HP_0012531,4.0,Pain,
CHEMBL2219418,HP_0002019,4.0,Constipation,Terminated | Completed
CHEMBL2219425,MONDO_0005090,4.0,schizophrenia,Completed | Recruiting
CHEMBL2220442,EFO_0000319,4.0,cardiovascular disease,
CHEMBL22242,EFO_0005407,4.0,psychosis,
CHEMBL225071,EFO_0000616,4.0,neoplasm,
CHEMBL225072,EFO_0000588,4.0,mesothelioma,
CHEMBL225072,EFO_0000616,4.0,neoplasm,Completed
CHEMBL225072,EFO_0000770,4.0,malignant pleural mesothelioma,
CHEMBL227529,MONDO_0005148,4.0,type 2 diabetes mellitus,
CHEMBL2311030,EFO_0000319,4.0,cardiovascular disease,
CHEMBL231779,EFO_0000275,4.0,atrial fibrillation,Unknown status | Completed | Recruiting
CHEMBL231779,EFO_0000712,4.0,stroke,
CHEMBL231779,EFO_0003827,4.0,pulmonary embolism,
CHEMBL231779,EFO_0003907,4.0,deep vein thrombosis,Terminated
CHEMBL231779,EFO_0004286,4.0,venous thromboembolism,Terminated | Completed | Recruiting
CHEMBL231779,HP_0004419,4.0,Recurrent thrombophlebitis,
CHEMBL231779,MONDO_0000831,4.0,thrombotic disease,Recruiting
CHEMBL232201,EFO_0000319,4.0,cardiovascular disease,
CHEMBL2336071,MONDO_0005301,4.0,multiple sclerosis,
CHEMBL2356097,EFO_0000373,4.0,congestive heart failure,
CHEMBL2356097,EFO_0000537,4.0,hypertension,Completed | Terminated
CHEMBL2356097,EFO_0000612,4.0,myocardial infarction,
CHEMBL2356097,EFO_0000712,4.0,stroke,
CHEMBL2356097,EFO_0003144,4.0,heart failure,
CHEMBL2356097,EFO_0003913,4.0,angina pectoris,Completed
CHEMBL2360464,EFO_0003060,4.0,non-small cell lung carcinoma,
CHEMBL2364607,EFO_0000756,4.0,melanoma,
CHEMBL2364607,EFO_0002617,4.0,metastatic melanoma,
CHEMBL2364612,EFO_0004190,4.0,open-angle glaucoma,
CHEMBL2364612,EFO_1001069,4.0,ocular hypertension,Withdrawn
CHEMBL2364612,MONDO_0005041,4.0,glaucoma,
CHEMBL2364629,MONDO_0005277,4.0,migraine disorder,
CHEMBL2364638,MONDO_0005277,4.0,migraine disorder,Completed | Recruiting
CHEMBL2364649,EFO_0000616,4.0,neoplasm,
CHEMBL2364649,MONDO_0007254,4.0,breast cancer,
CHEMBL2364653,MONDO_0007915,4.0,systemic lupus erythematosus,
CHEMBL2364655,EFO_0000319,4.0,cardiovascular disease,Completed
CHEMBL2364655,EFO_0000612,4.0,myocardial infarction,
CHEMBL2364655,EFO_0001645,4.0,coronary artery disease,Completed | Recruiting | Withdrawn
CHEMBL2364655,EFO_0004911,4.0,familial hypercholesterolemia,Completed | Terminated
CHEMBL2364655,HP_0003124,4.0,Hypercholesterolemia,
CHEMBL2364655,MONDO_0018328,4.0,homozygous familial hypercholesterolemia,Completed
CHEMBL2368861,EFO_0003890,4.0,drug dependence,
CHEMBL2368861,EFO_0005611,4.0,opioid dependence,Completed
CHEMBL2368924,EFO_0004888,4.0,post operative nausea and vomiting,
CHEMBL2368924,HP_0002017,4.0,Nausea and vomiting,
CHEMBL2368924,MONDO_0004992,4.0,cancer,
CHEMBL2368925,EFO_0006911,4.0,Chemotherapy-induced nausea and vomiting,"Active, not recruiting"
CHEMBL2368925,HP_0002018,4.0,Nausea,
CHEMBL237500,EFO_0000400,4.0,diabetes mellitus,Completed | Unknown status | Withdrawn | Terminated
CHEMBL237500,MONDO_0005148,4.0,type 2 diabetes mellitus,Completed | Unknown status | Withdrawn | Terminated
CHEMBL238804,EFO_0001361,4.0,pulmonary arterial hypertension,Completed | Recruiting
CHEMBL238804,HP_0004419,4.0,Recurrent thrombophlebitis,
CHEMBL238804,MONDO_0005149,4.0,pulmonary hypertension,
CHEMBL2396661,EFO_0000305,4.0,breast carcinoma,
CHEMBL2396661,EFO_0000616,4.0,neoplasm,
CHEMBL2396661,EFO_0003869,4.0,breast neoplasm,
CHEMBL2396661,MONDO_0007254,4.0,breast cancer,Recruiting
CHEMBL24,EFO_0000319,4.0,cardiovascular disease,
CHEMBL24,EFO_0000400,4.0,diabetes mellitus,
CHEMBL24,EFO_0000537,4.0,hypertension,Completed | Recruiting | Unknown status
CHEMBL24,EFO_0000612,4.0,myocardial infarction,
CHEMBL24,EFO_0000712,4.0,stroke,
CHEMBL24,EFO_0003913,4.0,angina pectoris,Completed | Unknown status
CHEMBL24,MONDO_0021661,4.0,coronary atherosclerosis,
CHEMBL2403108,EFO_0000616,4.0,neoplasm,
CHEMBL2403108,EFO_0003060,4.0,non-small cell lung carcinoma,
CHEMBL2403108,MONDO_0004992,4.0,cancer,"Active, not recruiting"
CHEMBL24072,EFO_0000319,4.0,cardiovascular disease,
CHEMBL2443262,HP_0012531,4.0,Pain,
CHEMBL24441,HP_0002321,4.0,Vertigo,
CHEMBL2448612,HP_0002315,4.0,Headache,
CHEMBL2448612,MONDO_0005277,4.0,migraine disorder,
CHEMBL2448613,EFO_0005407,4.0,psychosis,
CHEMBL2448613,MONDO_0005180,4.0,Parkinson disease,
CHEMBL24778,EFO_0000284,4.0,benign prostatic hyperplasia,Completed
CHEMBL24828,EFO_0000616,4.0,neoplasm,
CHEMBL24828,EFO_0002892,4.0,thyroid carcinoma,
CHEMBL24828,EFO_0003841,4.0,thyroid neoplasm,
CHEMBL24828,MONDO_0002108,4.0,thyroid cancer,"Active, not recruiting"
CHEMBL24828,MONDO_0015277,4.0,medullary thyroid gland carcinoma,
CHEMBL254328,EFO_0000616,4.0,neoplasm,
CHEMBL256087,EFO_0000546,4.0,injury,
CHEMBL256087,EFO_0003958,4.0,sunburn,
CHEMBL256087,EFO_0005856,4.0,arthritis,
CHEMBL256087,EFO_0007214,4.0,common cold,
