drugId,targetId,max_phase,statuses,mechanisms,target_name
CHEMBL1535,ENSG00000239732,4.0,,Toll-like receptor 9 antagonist,Toll-like receptor 9
CHEMBL1536,ENSG00000111424,4.0,,Vitamin D receptor agonist,Vitamin D3 receptor
CHEMBL1542,ENSG00000128059,4.0,Completed,Amidophosphoribosyltransferase inhibitor,Amidophosphoribosyltransferase
CHEMBL1551,ENSG00000012504,4.0,Completed | Recruiting,Bile acid receptor FXR agonist,Bile acid receptor
CHEMBL1555,ENSG00000087085,4.0,Terminated | Completed,Acetylcholinesterase inhibitor,Acetylcholinesterase
CHEMBL1557,ENSG00000043591,4.0,,Beta-1 adrenergic receptor agonist,Beta-1 adrenergic receptor
CHEMBL1560,ENSG00000159640,4.0,Unknown status,Angiotensin-converting enzyme inhibitor,Angiotensin-converting enzyme
CHEMBL1561,ENSG00000171298,4.0,,Lysosomal alpha-glucosidase inhibitor,Lysosomal alpha-glucosidase
CHEMBL1561,ENSG00000257335,4.0,,Maltase-glucoamylase inhibitor,Maltase-glucoamylase
CHEMBL1562610,ENSG00000012779,4.0,,Arachidonate 5-lipoxygenase inhibitor,Polyunsaturated fatty acid 5-lipoxygenase
CHEMBL1562610,ENSG00000073756,4.0,,Cyclooxygenase inhibitor,Cyclooxygenase
CHEMBL1562610,ENSG00000095303,4.0,,Cyclooxygenase inhibitor,Cyclooxygenase
CHEMBL1563,ENSG00000131747,4.0,,DNA topoisomerase II alpha inhibitor,DNA topoisomerase 2-alpha
CHEMBL1567,ENSG00000037280,4.0,Completed,Vascular endothelial growth factor receptor inhibitor,Vascular endothelial growth factor receptor
CHEMBL1567,ENSG00000102755,4.0,Completed,Vascular endothelial growth factor receptor inhibitor,Vascular endothelial growth factor receptor
CHEMBL1567,ENSG00000113721,4.0,Completed,Platelet-derived growth factor receptor inhibitor,Platelet-derived growth factor receptor
CHEMBL1567,ENSG00000122025,4.0,Completed,Tyrosine-protein kinase receptor FLT3 inhibitor,Receptor-type tyrosine-protein kinase FLT3
CHEMBL1567,ENSG00000128052,4.0,Completed,Vascular endothelial growth factor receptor inhibitor,Vascular endothelial growth factor receptor
CHEMBL1567,ENSG00000134853,4.0,Completed,Platelet-derived growth factor receptor inhibitor,Platelet-derived growth factor receptor
CHEMBL1567,ENSG00000157404,4.0,Completed,Stem cell growth factor receptor inhibitor,Mast/stem cell growth factor receptor Kit
CHEMBL1567,ENSG00000165731,4.0,Completed,Tyrosine-protein kinase receptor RET inhibitor,Proto-oncogene tyrosine-protein kinase receptor Ret
CHEMBL1567,ENSG00000182578,4.0,Completed,Macrophage colony stimulating factor receptor inhibitor,Macrophage colony-stimulating factor 1 receptor
CHEMBL1568057,ENSG00000169252,4.0,,Beta-2 adrenergic receptor agonist,Beta-2 adrenergic receptor
CHEMBL1569,ENSG00000105464,4.0,Completed,Glutamate [NMDA] receptor antagonist,Glutamate [NMDA] receptor
CHEMBL1569,ENSG00000116032,4.0,Completed,Glutamate [NMDA] receptor antagonist,Glutamate [NMDA] receptor
CHEMBL1569,ENSG00000161509,4.0,Completed,Glutamate [NMDA] receptor antagonist,Glutamate [NMDA] receptor
CHEMBL1569,ENSG00000176884,4.0,Completed,Glutamate [NMDA] receptor antagonist,Glutamate [NMDA] receptor
CHEMBL1569,ENSG00000183454,4.0,Completed,Glutamate [NMDA] receptor antagonist,Glutamate [NMDA] receptor
CHEMBL1569,ENSG00000198785,4.0,Completed,Glutamate [NMDA] receptor antagonist,Glutamate [NMDA] receptor
CHEMBL1569,ENSG00000273079,4.0,Completed,Glutamate [NMDA] receptor antagonist,Glutamate [NMDA] receptor
CHEMBL1574,ENSG00000103546,4.0,"Completed | Recruiting | Active, not recruiting",Norepinephrine transporter releasing agent,Sodium-dependent noradrenaline transporter
CHEMBL1577,ENSG00000070915,4.0,,Thiazide-sensitive sodium-chloride cotransporter inhibitor,Solute carrier family 12 member 3
CHEMBL1580,ENSG00000196839,4.0,,Adenosine deaminase inhibitor,Adenosine deaminase
CHEMBL1581,ENSG00000159640,4.0,,Angiotensin-converting enzyme inhibitor,Angiotensin-converting enzyme
CHEMBL1587,ENSG00000070915,4.0,,Thiazide-sensitive sodium-chloride cotransporter inhibitor,Solute carrier family 12 member 3
CHEMBL1590,ENSG00000103546,4.0,Not yet recruiting | Completed,Norepinephrine transporter releasing agent,Sodium-dependent noradrenaline transporter
CHEMBL1592,ENSG00000159640,4.0,Completed,Angiotensin-converting enzyme inhibitor,Angiotensin-converting enzyme
CHEMBL1595,ENSG00000112038,4.0,Completed,Mu opioid receptor agonist,Mu-type opioid receptor
CHEMBL160,ENSG00000196262,4.0,Completed | Not yet recruiting | Recruiting,Cyclophilin A modulator,Peptidyl-prolyl cis-trans isomerase A
CHEMBL1607273,ENSG00000196639,4.0,,Histamine H1 receptor antagonist,Histamine H1 receptor
CHEMBL1614701,ENSG00000126934,4.0,,Dual specificity mitogen-activated protein kinase kinase; MEK1/2 inhibitor,Dual specificity mitogen-activated protein kinase kinase; MEK1/2
CHEMBL1614701,ENSG00000169032,4.0,,Dual specificity mitogen-activated protein kinase kinase; MEK1/2 inhibitor,Dual specificity mitogen-activated protein kinase kinase; MEK1/2
CHEMBL1615369,ENSG00000180210,4.0,Completed,Thrombin inhibitor,Prothrombin
CHEMBL1615372,ENSG00000102468,4.0,,Serotonin 2a (5-HT2a) receptor antagonist,5-hydroxytryptamine receptor 2A
CHEMBL1615372,ENSG00000149295,4.0,,Dopamine D2 receptor antagonist,D(2) dopamine receptor
CHEMBL1615438,ENSG00000196639,4.0,,Histamine H1 receptor antagonist,Histamine H1 receptor
CHEMBL1615779,ENSG00000103546,4.0,,Norepinephrine transporter substrate,Sodium-dependent noradrenaline transporter
CHEMBL1620,ENSG00000196639,4.0,,Histamine H1 receptor antagonist,Histamine H1 receptor
CHEMBL1621,ENSG00000102468,4.0,Completed | Recruiting | Unknown status | Not yet recruiting | Terminated | Withdrawn,Serotonin 2a (5-HT2a) receptor antagonist,5-hydroxytryptamine receptor 2A
CHEMBL1621,ENSG00000149295,4.0,Unknown status | Not yet recruiting | Recruiting | Completed | Terminated | Withdrawn,Dopamine D2 receptor antagonist,D(2) dopamine receptor
CHEMBL1623,ENSG00000196639,4.0,,Histamine H1 receptor antagonist,Histamine H1 receptor
CHEMBL1626,ENSG00000196639,4.0,,Histamine H1 receptor antagonist,Histamine H1 receptor
CHEMBL1628234,ENSG00000103546,4.0,,Norepinephrine transporter inhibitor,Sodium-dependent noradrenaline transporter
CHEMBL163,ENSG00000021461,4.0,"Completed | Unknown status | Active, not recruiting | Not yet recruiting | Terminated",Cytochrome P450 3A inhibitor,Cytochrome P450 3A
CHEMBL163,ENSG00000106258,4.0,"Completed | Not yet recruiting | Terminated | Unknown status | Active, not recruiting",Cytochrome P450 3A inhibitor,Cytochrome P450 3A
CHEMBL163,ENSG00000160868,4.0,"Not yet recruiting | Terminated | Completed | Active, not recruiting | Unknown status",Cytochrome P450 3A inhibitor,Cytochrome P450 3A
CHEMBL163,ENSG00000160870,4.0,"Active, not recruiting | Terminated | Unknown status | Completed | Not yet recruiting",Cytochrome P450 3A inhibitor,Cytochrome P450 3A
CHEMBL1639,ENSG00000143839,4.0,,Renin inhibitor,Renin
CHEMBL1642,ENSG00000097007,4.0,"Completed | Active, not recruiting",Tyrosine-protein kinase ABL inhibitor,Tyrosine-protein kinase ABL1
CHEMBL1642,ENSG00000113721,4.0,"Active, not recruiting | Completed",Platelet-derived growth factor receptor beta inhibitor,Platelet-derived growth factor receptor beta
CHEMBL1642,ENSG00000157404,4.0,"Completed | Active, not recruiting",Stem cell growth factor receptor inhibitor,Mast/stem cell growth factor receptor Kit
CHEMBL1642,ENSG00000186716,4.0,"Completed | Active, not recruiting",Bcr/Abl fusion protein inhibitor,Bcr/Abl fusion protein
CHEMBL1643,ENSG00000106348,4.0,Completed | Terminated | Unknown status,Inosine-5'-monophosphate dehydrogenase 1 inhibitor,Inosine-5'-monophosphate dehydrogenase 1
CHEMBL1650,ENSG00000113580,4.0,Completed | Recruiting,Glucocorticoid receptor agonist,Glucocorticoid receptor
CHEMBL1654,ENSG00000160752,4.0,Completed | Recruiting,Farnesyl diphosphate synthase inhibitor,Farnesyl pyrophosphate synthase
CHEMBL1659,ENSG00000196639,4.0,,Histamine H1 receptor antagonist,Histamine H1 receptor
CHEMBL1668,ENSG00000165646,4.0,,Synaptic vesicular amine transporter inhibitor,Synaptic vesicular amine transporter
CHEMBL1670,ENSG00000140459,4.0,,Cytochrome P450 11A1 inhibitor,"Cholesterol side-chain cleavage enzyme, mitochondrial"
CHEMBL1670,ENSG00000160882,4.0,,Cytochrome P450 11B1 inhibitor,"Cytochrome P450 11B1, mitochondrial"
CHEMBL1671,ENSG00000043591,4.0,,Beta-1 adrenergic receptor antagonist,Beta-1 adrenergic receptor
CHEMBL1671,ENSG00000169252,4.0,,Beta-2 adrenergic receptor antagonist,Beta-2 adrenergic receptor
CHEMBL1676,ENSG00000113580,4.0,Completed | Withdrawn,Glucocorticoid receptor agonist,Glucocorticoid receptor
CHEMBL1678,ENSG00000087085,4.0,Completed | Terminated | Withdrawn,Acetylcholinesterase inhibitor,Acetylcholinesterase
CHEMBL1683,ENSG00000113580,4.0,Completed | Terminated | Withdrawn,Glucocorticoid receptor agonist,Glucocorticoid receptor
CHEMBL1684,ENSG00000070915,4.0,Completed,Thiazide-sensitive sodium-chloride cotransporter inhibitor,Solute carrier family 12 member 3
CHEMBL1685,ENSG00000082556,4.0,Unknown status | Not yet recruiting,Kappa opioid receptor antagonist,Kappa-type opioid receptor
CHEMBL1685,ENSG00000112038,4.0,Not yet recruiting | Unknown status,Mu opioid receptor partial agonist,Mu-type opioid receptor
CHEMBL1690,ENSG00000196664,4.0,Completed,Toll-like receptor 7 antagonist,Toll-like receptor 7
CHEMBL1690,ENSG00000239732,4.0,Completed,Toll-like receptor 9 antagonist,Toll-like receptor 9
CHEMBL1691,ENSG00000043591,4.0,,Beta-1 adrenergic receptor antagonist,Beta-1 adrenergic receptor
CHEMBL1693,ENSG00000103546,4.0,,Norepinephrine transporter inhibitor,Sodium-dependent noradrenaline transporter
CHEMBL1693,ENSG00000142319,4.0,,Dopamine transporter inhibitor,Sodium-dependent dopamine transporter
CHEMBL1694,ENSG00000159640,4.0,,Angiotensin-converting enzyme inhibitor,Angiotensin-converting enzyme
CHEMBL1695,ENSG00000157103,4.0,,GABA transporter 1 inhibitor,Sodium- and chloride-dependent GABA transporter 1
CHEMBL1698,ENSG00000103546,4.0,Completed,Norepinephrine transporter inhibitor,Sodium-dependent noradrenaline transporter
CHEMBL1698,ENSG00000142319,4.0,Completed,Dopamine transporter inhibitor,Sodium-dependent dopamine transporter
CHEMBL169901,ENSG00000103546,4.0,,Norepinephrine transporter inhibitor,Sodium-dependent noradrenaline transporter
CHEMBL17,ENSG00000074410,4.0,,Carbonic anhydrase XII inhibitor,Carbonic anhydrase 12
CHEMBL17,ENSG00000104267,4.0,,Carbonic anhydrase II inhibitor,Carbonic anhydrase 2
CHEMBL17,ENSG00000133742,4.0,,Carbonic anhydrase I inhibitor,Carbonic anhydrase 1
CHEMBL17,ENSG00000167434,4.0,,Carbonic anhydrase IV inhibitor,Carbonic anhydrase 4
CHEMBL1700,ENSG00000043591,4.0,,Beta-1 adrenergic receptor antagonist,Beta-1 adrenergic receptor
CHEMBL1700,ENSG00000055118,4.0,,HERG blocker,Voltage-gated inwardly rectifying potassium channel KCNH2
CHEMBL1700,ENSG00000169252,4.0,,Beta-2 adrenergic receptor antagonist,Beta-2 adrenergic receptor
CHEMBL1701,ENSG00000112038,4.0,Unknown status,Mu opioid receptor agonist,Mu-type opioid receptor
CHEMBL1702,ENSG00000103546,4.0,"Active, not recruiting | Completed",Norepinephrine transporter inhibitor,Sodium-dependent noradrenaline transporter
CHEMBL1703,ENSG00000004779,4.0,Completed | Not yet recruiting | Recruiting | Withdrawn,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1703,ENSG00000023228,4.0,Not yet recruiting | Recruiting | Completed | Withdrawn,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1703,ENSG00000065518,4.0,Not yet recruiting | Withdrawn | Completed | Recruiting,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1703,ENSG00000090266,4.0,Completed | Not yet recruiting | Withdrawn | Recruiting,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1703,ENSG00000099795,4.0,Completed | Not yet recruiting | Recruiting | Withdrawn,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1703,ENSG00000109390,4.0,Withdrawn | Completed | Not yet recruiting | Recruiting,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1703,ENSG00000110717,4.0,Completed | Not yet recruiting | Recruiting | Withdrawn,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1703,ENSG00000115159,4.0,Completed | Withdrawn | Not yet recruiting | Recruiting,Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,"Glycerol-3-phosphate dehydrogenase, mitochondrial"
CHEMBL1703,ENSG00000115286,4.0,Not yet recruiting | Completed | Withdrawn | Recruiting,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1703,ENSG00000119013,4.0,Completed | Not yet recruiting | Recruiting | Withdrawn,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1703,ENSG00000119421,4.0,Completed | Not yet recruiting | Withdrawn | Recruiting,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1703,ENSG00000123545,4.0,Completed | Recruiting | Withdrawn | Not yet recruiting,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1703,ENSG00000125356,4.0,Completed | Not yet recruiting | Recruiting | Withdrawn,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1703,ENSG00000128609,4.0,Completed | Recruiting | Withdrawn | Not yet recruiting,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1703,ENSG00000130414,4.0,Completed | Not yet recruiting | Recruiting | Withdrawn,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1703,ENSG00000131495,4.0,Not yet recruiting | Completed | Recruiting | Withdrawn,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1703,ENSG00000136521,4.0,Completed | Recruiting | Withdrawn | Not yet recruiting,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1703,ENSG00000137806,4.0,Not yet recruiting | Completed | Recruiting | Withdrawn,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1703,ENSG00000139180,4.0,Completed | Not yet recruiting | Recruiting | Withdrawn,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1703,ENSG00000140990,4.0,Completed | Not yet recruiting | Recruiting | Withdrawn,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1703,ENSG00000145494,4.0,Completed | Not yet recruiting | Recruiting | Withdrawn,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1703,ENSG00000147123,4.0,Completed | Withdrawn | Not yet recruiting | Recruiting,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1703,ENSG00000147684,4.0,Completed | Withdrawn | Not yet recruiting | Recruiting,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1703,ENSG00000151366,4.0,Not yet recruiting | Completed | Recruiting | Withdrawn,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1703,ENSG00000158864,4.0,Completed | Withdrawn | Not yet recruiting | Recruiting,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1703,ENSG00000160194,4.0,Completed | Not yet recruiting | Recruiting | Withdrawn,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1703,ENSG00000164182,4.0,Completed | Recruiting | Not yet recruiting | Withdrawn,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1703,ENSG00000164258,4.0,Not yet recruiting | Recruiting | Withdrawn | Completed,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1703,ENSG00000165264,4.0,Completed | Recruiting | Not yet recruiting | Withdrawn,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1703,ENSG00000166136,4.0,Completed | Not yet recruiting | Recruiting | Withdrawn,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1703,ENSG00000167792,4.0,Completed | Recruiting | Not yet recruiting | Withdrawn,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1703,ENSG00000168653,4.0,Completed | Recruiting | Not yet recruiting | Withdrawn,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1703,ENSG00000170906,4.0,Recruiting | Completed | Not yet recruiting | Withdrawn,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1703,ENSG00000174886,4.0,Not yet recruiting | Completed | Recruiting | Withdrawn,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1703,ENSG00000178057,4.0,Recruiting | Withdrawn | Completed | Not yet recruiting,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1703,ENSG00000178127,4.0,Completed | Recruiting | Withdrawn | Not yet recruiting,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1703,ENSG00000183648,4.0,Completed | Recruiting | Not yet recruiting | Withdrawn,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1703,ENSG00000184752,4.0,Completed | Not yet recruiting | Recruiting | Withdrawn,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1703,ENSG00000184983,4.0,Completed | Recruiting | Not yet recruiting | Withdrawn,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1703,ENSG00000185633,4.0,Completed | Not yet recruiting | Recruiting | Withdrawn,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1703,ENSG00000186010,4.0,Not yet recruiting | Completed | Recruiting | Withdrawn,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
