drugId,targetId,max_phase,statuses,mechanisms,target_name
CHEMBL1257040,ENSG00000102468,4.0,,Serotonin 2a (5-HT2a) receptor antagonist,5-hydroxytryptamine receptor 2A
CHEMBL1257040,ENSG00000147246,4.0,,Serotonin 2c (5-HT2c) receptor antagonist,5-hydroxytryptamine receptor 2C
CHEMBL1257040,ENSG00000149295,4.0,,D2-like dopamine receptor antagonist,D2-like dopamine receptor
CHEMBL1257040,ENSG00000151577,4.0,,D2-like dopamine receptor antagonist,D2-like dopamine receptor
CHEMBL1263,ENSG00000169252,4.0,,Beta-2 adrenergic receptor agonist,Beta-2 adrenergic receptor
CHEMBL1269025,ENSG00000126218,4.0,,Coagulation factor X inhibitor,Coagulation factor X
CHEMBL12713,ENSG00000102468,4.0,,Serotonin 2 receptors; 5-HT2a & 5-HT2c antagonist,Serotonin 2 receptors; 5-HT2a & 5-HT2c
CHEMBL12713,ENSG00000147246,4.0,,Serotonin 2 receptors; 5-HT2a & 5-HT2c antagonist,Serotonin 2 receptors; 5-HT2a & 5-HT2c
CHEMBL12713,ENSG00000149295,4.0,,Dopamine D2 receptor antagonist,D(2) dopamine receptor
CHEMBL1274,ENSG00000169083,4.0,,Androgen Receptor antagonist,Androgen receptor
CHEMBL1276308,ENSG00000082175,4.0,Completed,Progesterone receptor antagonist,Progesterone receptor
CHEMBL1276308,ENSG00000113580,4.0,Completed,Glucocorticoid receptor antagonist,Glucocorticoid receptor
CHEMBL1278,ENSG00000135312,4.0,,Serotonin 1b (5-HT1b) receptor agonist,5-hydroxytryptamine receptor 1B
CHEMBL1278,ENSG00000179546,4.0,,Serotonin 1d (5-HT1d) receptor agonist,5-hydroxytryptamine receptor 1D
CHEMBL1279,ENSG00000135312,4.0,Completed,Serotonin 1b (5-HT1b) receptor agonist,5-hydroxytryptamine receptor 1B
CHEMBL1279,ENSG00000179546,4.0,Completed,Serotonin 1d (5-HT1d) receptor agonist,5-hydroxytryptamine receptor 1D
CHEMBL128,ENSG00000135312,4.0,Completed,Serotonin 1b (5-HT1b) receptor agonist,5-hydroxytryptamine receptor 1B
CHEMBL128,ENSG00000179546,4.0,Completed,Serotonin 1d (5-HT1d) receptor agonist,5-hydroxytryptamine receptor 1D
CHEMBL1282,ENSG00000196664,4.0,Completed | Terminated | Unknown status,Toll-like receptor 7 agonist,Toll-like receptor 7
CHEMBL12856,ENSG00000172572,4.0,,Phosphodiesterase 3A inhibitor,"cGMP-inhibited 3',5'-cyclic phosphodiesterase 3A"
CHEMBL1286,ENSG00000148408,4.0,Completed | Unknown status,Voltage-gated N-type calcium channel alpha-1B subunit blocker,Voltage-dependent N-type calcium channel subunit alpha-1B
CHEMBL1286,ENSG00000159164,4.0,Unknown status | Completed,Synaptic vesicle glycoprotein 2A modulator,Synaptic vesicle glycoprotein 2A
CHEMBL1287853,ENSG00000096968,4.0,,Tyrosine-protein kinase JAK2 inhibitor,Tyrosine-protein kinase JAK2
CHEMBL1287853,ENSG00000122025,4.0,,Tyrosine-protein kinase receptor FLT3 inhibitor,Receptor-type tyrosine-protein kinase FLT3
CHEMBL1290,ENSG00000043591,4.0,,Beta-1 adrenergic receptor antagonist,Beta-1 adrenergic receptor
CHEMBL1290,ENSG00000169252,4.0,,Beta-2 adrenergic receptor antagonist,Beta-2 adrenergic receptor
CHEMBL1291,ENSG00000043591,4.0,,Beta-1 adrenergic receptor antagonist,Beta-1 adrenergic receptor
CHEMBL1291,ENSG00000169252,4.0,,Beta-2 adrenergic receptor antagonist,Beta-2 adrenergic receptor
CHEMBL13,ENSG00000043591,4.0,,Beta-1 adrenergic receptor antagonist,Beta-1 adrenergic receptor
CHEMBL131,ENSG00000113580,4.0,"Completed | Terminated | Unknown status | Recruiting | Active, not recruiting",Glucocorticoid receptor agonist,Glucocorticoid receptor
CHEMBL1315867,ENSG00000169252,4.0,,Beta-2 adrenergic receptor agonist,Beta-2 adrenergic receptor
CHEMBL1324,ENSG00000093010,4.0,Completed,Catechol O-methyltransferase inhibitor,Catechol O-methyltransferase
CHEMBL1337,ENSG00000158104,4.0,,4-hydroxyphenylpyruvate dioxygenase inhibitor,4-hydroxyphenylpyruvate dioxygenase
CHEMBL1339,ENSG00000138735,4.0,Completed,Phosphodiesterase 5A inhibitor,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL1346,ENSG00000133019,4.0,Completed,Muscarinic acetylcholine receptor M3 antagonist,Muscarinic acetylcholine receptor M3
CHEMBL1346,ENSG00000181072,4.0,Completed,Muscarinic acetylcholine receptor M2 antagonist,Muscarinic acetylcholine receptor M2
CHEMBL135,ENSG00000091831,4.0,"Active, not recruiting | Completed | Recruiting | Terminated | Not yet recruiting | Withdrawn",Estrogen receptor alpha agonist,Estrogen receptor
CHEMBL1358,ENSG00000091831,4.0,Completed | Not yet recruiting | Recruiting | Terminated,Estrogen receptor degrader,Estrogen receptor
CHEMBL1364144,ENSG00000113580,4.0,Completed | Unknown status | Recruiting | Terminated,Glucocorticoid receptor agonist,Glucocorticoid receptor
CHEMBL1370,ENSG00000113580,4.0,Completed | Not yet recruiting | Recruiting | Unknown status | Withdrawn | Terminated,Glucocorticoid receptor agonist,Glucocorticoid receptor
CHEMBL1371200,ENSG00000151623,4.0,,Mineralocorticoid receptor antagonist,Mineralocorticoid receptor
CHEMBL1373,ENSG00000142319,4.0,Terminated | Completed,Dopamine transporter inhibitor,Sodium-dependent dopamine transporter
CHEMBL1375743,ENSG00000102468,4.0,Completed | Terminated,Serotonin 2a (5-HT2a) receptor antagonist,5-hydroxytryptamine receptor 2A
CHEMBL1375743,ENSG00000147246,4.0,Completed | Terminated,Serotonin 2c (5-HT2c) receptor antagonist,5-hydroxytryptamine receptor 2C
CHEMBL1375743,ENSG00000149295,4.0,Completed | Terminated,Dopamine D2 receptor antagonist,D(2) dopamine receptor
CHEMBL1382,ENSG00000133019,4.0,Completed | Terminated | Unknown status,Muscarinic acetylcholine receptor M3 antagonist,Muscarinic acetylcholine receptor M3
CHEMBL1382,ENSG00000181072,4.0,Completed | Terminated | Unknown status,Muscarinic acetylcholine receptor M2 antagonist,Muscarinic acetylcholine receptor M2
CHEMBL13828,ENSG00000196639,4.0,,Histamine H1 receptor antagonist,Histamine H1 receptor
CHEMBL1389,ENSG00000082175,4.0,Completed,Progesterone receptor agonist,Progesterone receptor
CHEMBL1393,ENSG00000151623,4.0,"Completed | Recruiting | Unknown status | Active, not recruiting | Withdrawn",Mineralocorticoid receptor antagonist,Mineralocorticoid receptor
CHEMBL1395,ENSG00000169083,4.0,,Androgen Receptor agonist,Androgen receptor
CHEMBL1399,ENSG00000137869,4.0,Terminated | Completed | Unknown status,Cytochrome P450 19A1 inhibitor,Aromatase
CHEMBL14,ENSG00000133019,4.0,,Muscarinic acetylcholine receptor M3 agonist,Muscarinic acetylcholine receptor M3
CHEMBL1404,ENSG00000007314,4.0,Unknown status | Completed,Sodium channel protein type IV alpha subunit blocker,Sodium channel protein type 4 subunit alpha
CHEMBL1404,ENSG00000183873,4.0,Completed | Unknown status,Sodium channel protein type V alpha subunit blocker,Sodium channel protein type 5 subunit alpha
CHEMBL1409,ENSG00000108576,4.0,Unknown status | Completed | Terminated,Serotonin transporter inhibitor,Sodium-dependent serotonin transporter
CHEMBL1411979,ENSG00000196639,4.0,,Histamine H1 receptor antagonist,Histamine H1 receptor
CHEMBL1417019,ENSG00000131747,4.0,,DNA topoisomerase II alpha inhibitor,DNA topoisomerase 2-alpha
CHEMBL1421,ENSG00000000938,4.0,Unknown status | Completed | Recruiting,SRC inhibitor,SRC
CHEMBL1421,ENSG00000010810,4.0,Unknown status | Completed | Recruiting,SRC inhibitor,SRC
CHEMBL1421,ENSG00000097007,4.0,Unknown status | Completed | Recruiting,Tyrosine-protein kinase ABL inhibitor,Tyrosine-protein kinase ABL1
CHEMBL1421,ENSG00000101336,4.0,Completed | Unknown status | Recruiting,SRC inhibitor,SRC
CHEMBL1421,ENSG00000111816,4.0,Completed | Unknown status | Recruiting,SRC inhibitor,SRC
CHEMBL1421,ENSG00000113721,4.0,Unknown status | Completed | Recruiting,Platelet-derived growth factor receptor beta inhibitor,Platelet-derived growth factor receptor beta
CHEMBL1421,ENSG00000125508,4.0,Recruiting | Unknown status | Completed,SRC inhibitor,SRC
CHEMBL1421,ENSG00000136573,4.0,Unknown status | Completed | Recruiting,SRC inhibitor,SRC
CHEMBL1421,ENSG00000142627,4.0,Unknown status | Completed | Recruiting,Ephrin type-A receptor 2 inhibitor,Ephrin type-A receptor 2
CHEMBL1421,ENSG00000157404,4.0,Completed | Unknown status | Recruiting,Stem cell growth factor receptor inhibitor,Mast/stem cell growth factor receptor Kit
CHEMBL1421,ENSG00000176105,4.0,Recruiting | Unknown status | Completed,SRC inhibitor,SRC
CHEMBL1421,ENSG00000182866,4.0,Unknown status | Recruiting | Completed,SRC inhibitor,SRC
CHEMBL1421,ENSG00000186716,4.0,Unknown status | Completed | Recruiting,Bcr/Abl fusion protein inhibitor,Bcr/Abl fusion protein
CHEMBL1421,ENSG00000197122,4.0,Unknown status | Completed | Recruiting,SRC inhibitor,SRC
CHEMBL1421,ENSG00000254087,4.0,Completed | Unknown status | Recruiting,SRC inhibitor,SRC
CHEMBL1422,ENSG00000197635,4.0,Completed | Not yet recruiting | Terminated,Dipeptidyl peptidase IV inhibitor,Dipeptidyl peptidase 4
CHEMBL1423,ENSG00000069696,4.0,,Dopamine receptor antagonist,Dopamine receptor
CHEMBL1423,ENSG00000102468,4.0,,Serotonin 2a (5-HT2a) receptor antagonist,5-hydroxytryptamine receptor 2A
CHEMBL1423,ENSG00000149295,4.0,,Dopamine receptor antagonist,Dopamine receptor
CHEMBL1423,ENSG00000151577,4.0,,Dopamine receptor antagonist,Dopamine receptor
CHEMBL1423,ENSG00000184845,4.0,,Dopamine receptor antagonist,Dopamine receptor
CHEMBL142703,ENSG00000197635,4.0,Completed | Recruiting | Terminated | Unknown status,Dipeptidyl peptidase IV inhibitor,Dipeptidyl peptidase 4
CHEMBL1428,ENSG00000081248,4.0,,Voltage-gated L-type calcium channel blocker,Voltage-gated L-type calcium channel
CHEMBL1428,ENSG00000102001,4.0,,Voltage-gated L-type calcium channel blocker,Voltage-gated L-type calcium channel
CHEMBL1428,ENSG00000151067,4.0,,Voltage-gated L-type calcium channel blocker,Voltage-gated L-type calcium channel
CHEMBL1428,ENSG00000151623,4.0,,Mineralocorticoid receptor antagonist,Mineralocorticoid receptor
CHEMBL1428,ENSG00000157388,4.0,,Voltage-gated L-type calcium channel blocker,Voltage-gated L-type calcium channel
CHEMBL1431,ENSG00000004779,4.0,Unknown status | Completed | Not yet recruiting | Recruiting | Terminated,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000023228,4.0,Completed | Not yet recruiting | Unknown status | Recruiting | Terminated,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000065518,4.0,Completed | Not yet recruiting | Recruiting | Terminated | Unknown status,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000090266,4.0,Completed | Not yet recruiting | Recruiting | Unknown status | Terminated,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000099795,4.0,Not yet recruiting | Unknown status | Completed | Recruiting | Terminated,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000109390,4.0,Completed | Not yet recruiting | Recruiting | Unknown status | Terminated,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000110717,4.0,Not yet recruiting | Terminated | Completed | Recruiting | Unknown status,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000115159,4.0,Completed | Not yet recruiting | Recruiting | Terminated | Unknown status,Mitochondrial glycerol-3-phosphate dehydrogenase inhibitor,"Glycerol-3-phosphate dehydrogenase, mitochondrial"
CHEMBL1431,ENSG00000115286,4.0,Completed | Not yet recruiting | Unknown status | Recruiting | Terminated,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000119013,4.0,Completed | Terminated | Unknown status | Not yet recruiting | Recruiting,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000119421,4.0,Not yet recruiting | Unknown status | Completed | Recruiting | Terminated,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000123545,4.0,Completed | Recruiting | Not yet recruiting | Terminated | Unknown status,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000125356,4.0,Not yet recruiting | Recruiting | Unknown status | Completed | Terminated,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000128609,4.0,Completed | Recruiting | Terminated | Not yet recruiting | Unknown status,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000130414,4.0,Completed | Recruiting | Terminated | Unknown status | Not yet recruiting,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000131495,4.0,Completed | Not yet recruiting | Recruiting | Terminated | Unknown status,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000136521,4.0,Completed | Unknown status | Not yet recruiting | Recruiting | Terminated,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000137806,4.0,Completed | Recruiting | Terminated | Not yet recruiting | Unknown status,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000139180,4.0,Recruiting | Terminated | Unknown status | Completed | Not yet recruiting,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000140990,4.0,Completed | Not yet recruiting | Recruiting | Terminated | Unknown status,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000145494,4.0,Not yet recruiting | Recruiting | Unknown status | Completed | Terminated,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000147123,4.0,Recruiting | Terminated | Unknown status | Completed | Not yet recruiting,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000147684,4.0,Completed | Not yet recruiting | Recruiting | Unknown status | Terminated,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000151366,4.0,Completed | Not yet recruiting | Terminated | Recruiting | Unknown status,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000158864,4.0,Completed | Not yet recruiting | Recruiting | Unknown status | Terminated,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000160194,4.0,Not yet recruiting | Recruiting | Unknown status | Completed | Terminated,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000164182,4.0,Not yet recruiting | Recruiting | Unknown status | Completed | Terminated,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000164258,4.0,Not yet recruiting | Recruiting | Unknown status | Completed | Terminated,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000165264,4.0,Not yet recruiting | Terminated | Unknown status | Completed | Recruiting,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000166136,4.0,Recruiting | Unknown status | Completed | Not yet recruiting | Terminated,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000167792,4.0,Not yet recruiting | Recruiting | Completed | Terminated | Unknown status,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000168653,4.0,Completed | Not yet recruiting | Recruiting | Unknown status | Terminated,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000170906,4.0,Completed | Recruiting | Not yet recruiting | Terminated | Unknown status,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000174886,4.0,Recruiting | Terminated | Completed | Not yet recruiting | Unknown status,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000178057,4.0,Completed | Not yet recruiting | Unknown status | Recruiting | Terminated,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000178127,4.0,Completed | Recruiting | Terminated | Unknown status | Not yet recruiting,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000183648,4.0,Not yet recruiting | Terminated | Completed | Recruiting | Unknown status,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000184752,4.0,Completed | Terminated | Unknown status | Not yet recruiting | Recruiting,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000184983,4.0,Completed | Recruiting | Terminated | Not yet recruiting | Unknown status,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000185633,4.0,Completed | Not yet recruiting | Recruiting | Terminated | Unknown status,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000186010,4.0,Not yet recruiting | Recruiting | Completed | Terminated | Unknown status,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000189043,4.0,Completed | Not yet recruiting | Recruiting | Unknown status | Terminated,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000198695,4.0,Not yet recruiting | Terminated | Unknown status | Completed | Recruiting,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000198763,4.0,Unknown status | Completed | Not yet recruiting | Recruiting | Terminated,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000198786,4.0,Terminated | Unknown status | Completed | Not yet recruiting | Recruiting,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000198840,4.0,Not yet recruiting | Terminated | Completed | Recruiting | Unknown status,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000198886,4.0,Recruiting | Unknown status | Completed | Not yet recruiting | Terminated,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000198888,4.0,Not yet recruiting | Recruiting | Terminated | Unknown status | Completed,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000212907,4.0,Terminated | Unknown status | Completed | Not yet recruiting | Recruiting,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000213619,4.0,Completed | Not yet recruiting | Terminated | Recruiting | Unknown status,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL1431,ENSG00000267855,4.0,Completed | Not yet recruiting | Recruiting | Terminated | Unknown status,Mitochondrial complex I (NADH dehydrogenase) inhibitor,Mitochondrial complex I (NADH dehydrogenase)
CHEMBL14370,ENSG00000103546,4.0,Unknown status,Norepinephrine transporter inhibitor,Sodium-dependent noradrenaline transporter
CHEMBL14376,ENSG00000102468,4.0,Completed | Terminated,Serotonin 2a (5-HT2a) receptor antagonist,5-hydroxytryptamine receptor 2A
CHEMBL14376,ENSG00000149295,4.0,Completed | Terminated,Dopamine D2 receptor antagonist,D(2) dopamine receptor
CHEMBL1441059,ENSG00000169252,4.0,"Completed | Active, not recruiting",Beta-2 adrenergic receptor agonist,Beta-2 adrenergic receptor
CHEMBL1444,ENSG00000137869,4.0,"Active, not recruiting | Recruiting | Terminated | Unknown status | Completed",Cytochrome P450 19A1 inhibitor,Aromatase
CHEMBL1445,ENSG00000169083,4.0,,Androgen Receptor agonist,Androgen receptor
CHEMBL1448187,ENSG00000149295,4.0,,Dopamine D2 receptor antagonist,D(2) dopamine receptor
CHEMBL1451,ENSG00000113580,4.0,,Glucocorticoid receptor agonist,Glucocorticoid receptor
CHEMBL1463345,ENSG00000151623,4.0,,Mineralocorticoid receptor antagonist,Mineralocorticoid receptor
CHEMBL1464,ENSG00000167397,4.0,Recruiting,Vitamin k epoxide reductase complex subunit 1 isoform 1 inhibitor,Vitamin K epoxide reductase complex subunit 1
CHEMBL1465,ENSG00000167397,4.0,,Vitamin k epoxide reductase complex subunit 1 isoform 1 inhibitor,Vitamin K epoxide reductase complex subunit 1
CHEMBL1466,ENSG00000167397,4.0,,Vitamin k epoxide reductase complex subunit 1 isoform 1 inhibitor,Vitamin K epoxide reductase complex subunit 1
CHEMBL1467,ENSG00000158125,4.0,Completed | Enrolling by invitation | Recruiting,Xanthine dehydrogenase inhibitor,Xanthine dehydrogenase/oxidase
CHEMBL1471,ENSG00000115353,4.0,Recruiting | Unknown status | Completed | Terminated,Neurokinin 1 receptor antagonist,Substance-P receptor
CHEMBL1472989,ENSG00000043591,4.0,Completed,Beta-1 adrenergic receptor antagonist,Beta-1 adrenergic receptor
CHEMBL1473,ENSG00000113580,4.0,Completed | Terminated | Unknown status | Recruiting | Withdrawn | Not yet recruiting,Glucocorticoid receptor agonist,Glucocorticoid receptor
CHEMBL1477,ENSG00000113161,4.0,,HMG-CoA reductase inhibitor,3-hydroxy-3-methylglutaryl-coenzyme A reductase
CHEMBL1479,ENSG00000082175,4.0,,Progesterone receptor agonist,Progesterone receptor
CHEMBL1479,ENSG00000169083,4.0,,Androgen Receptor agonist,Androgen receptor
CHEMBL1480,ENSG00000081248,4.0,Completed,Voltage-gated L-type calcium channel blocker,Voltage-gated L-type calcium channel
CHEMBL1480,ENSG00000102001,4.0,Completed,Voltage-gated L-type calcium channel blocker,Voltage-gated L-type calcium channel
CHEMBL1480,ENSG00000151067,4.0,Completed,Voltage-gated L-type calcium channel blocker,Voltage-gated L-type calcium channel
CHEMBL1480,ENSG00000151623,4.0,Completed,Mineralocorticoid receptor antagonist,Mineralocorticoid receptor
CHEMBL1480,ENSG00000157388,4.0,Completed,Voltage-gated L-type calcium channel blocker,Voltage-gated L-type calcium channel
CHEMBL1487,ENSG00000113161,4.0,"Terminated | Unknown status | Active, not recruiting | Completed | Recruiting",HMG-CoA reductase inhibitor,3-hydroxy-3-methylglutaryl-coenzyme A reductase
CHEMBL1489,ENSG00000119772,4.0,Not yet recruiting | Completed | Terminated,DNA (cytosine-5)-methyltransferase 3A inhibitor,DNA (cytosine-5)-methyltransferase 3A
CHEMBL1489,ENSG00000130816,4.0,Terminated | Not yet recruiting | Completed,DNA (cytosine-5)-methyltransferase 1 inhibitor,DNA (cytosine-5)-methyltransferase 1
CHEMBL1490,ENSG00000168539,4.0,,Muscarinic acetylcholine receptor M1 antagonist,Muscarinic acetylcholine receptor M1
CHEMBL1492,ENSG00000196639,4.0,,Histamine H1 receptor antagonist,Histamine H1 receptor
CHEMBL1495,ENSG00000133019,4.0,,Muscarinic acetylcholine receptor M3 antagonist,Muscarinic acetylcholine receptor M3
CHEMBL1495,ENSG00000168539,4.0,,Muscarinic acetylcholine receptor M1 antagonist,Muscarinic acetylcholine receptor M1
CHEMBL1496,ENSG00000113161,4.0,"Active, not recruiting | Terminated",HMG-CoA reductase inhibitor,3-hydroxy-3-methylglutaryl-coenzyme A reductase
CHEMBL1497,ENSG00000113580,4.0,,Glucocorticoid receptor agonist,Glucocorticoid receptor
CHEMBL1501,ENSG00000113580,4.0,,Glucocorticoid receptor agonist,Glucocorticoid receptor
CHEMBL1504,ENSG00000113580,4.0,"Completed | Unknown status | Terminated | Active, not recruiting | Recruiting",Glucocorticoid receptor agonist,Glucocorticoid receptor
CHEMBL1508,ENSG00000108576,4.0,Completed | Recruiting | Withdrawn | Not yet recruiting | Terminated | Unknown status,Serotonin transporter inhibitor,Sodium-dependent serotonin transporter
CHEMBL1509,ENSG00000082175,4.0,,Progesterone receptor agonist,Progesterone receptor
CHEMBL1509,ENSG00000151623,4.0,,Mineralocorticoid receptor antagonist,Mineralocorticoid receptor
CHEMBL1510,ENSG00000135312,4.0,Completed,Serotonin 1b (5-HT1b) receptor agonist,5-hydroxytryptamine receptor 1B
CHEMBL1510,ENSG00000179097,4.0,Completed,Serotonin 1f (5-HT1f) receptor agonist,5-hydroxytryptamine receptor 1F
CHEMBL1510,ENSG00000179546,4.0,Completed,Serotonin 1d (5-HT1d) receptor agonist,5-hydroxytryptamine receptor 1D
CHEMBL1511,ENSG00000091831,4.0,,Estrogen receptor alpha agonist,Estrogen receptor
CHEMBL1512,ENSG00000113580,4.0,,Glucocorticoid receptor agonist,Glucocorticoid receptor
CHEMBL1513,ENSG00000144891,4.0,Completed,Type-1 angiotensin II receptor antagonist,Type-1 angiotensin II receptor
CHEMBL1514,ENSG00000112038,4.0,Completed,Mu opioid receptor agonist,Mu-type opioid receptor
CHEMBL1515,ENSG00000115705,4.0,,Thyroid peroxidase inhibitor,Thyroid peroxidase
CHEMBL1516474,ENSG00000164270,4.0,,Serotonin 4 (5-HT4) receptor partial agonist,5-hydroxytryptamine receptor 4
CHEMBL1518,ENSG00000115705,4.0,,Thyroid peroxidase inhibitor,Thyroid peroxidase
CHEMBL1518,ENSG00000211452,4.0,,Type I iodothyronine deiodinase (Type-I 5'-deiodinase) (DIOI) (Type 1 DI) (5DI) inhibitor,Type I iodothyronine deiodinase
CHEMBL1519,ENSG00000159640,4.0,Completed,Angiotensin-converting enzyme inhibitor,Angiotensin-converting enzyme
CHEMBL1520,ENSG00000138735,4.0,Completed | Unknown status,Phosphodiesterase 5A inhibitor,"cGMP-specific 3',5'-cyclic phosphodiesterase"
CHEMBL1532,ENSG00000070915,4.0,,Thiazide-sensitive sodium-chloride cotransporter inhibitor,Solute carrier family 12 member 3
CHEMBL1535,ENSG00000196664,4.0,,Toll-like receptor 7 antagonist,Toll-like receptor 7
